"code","npias","name","city","state","ADO","service_level","district","fiscal_year","description","grant_number","airport_id","total","entitlement_total","discretionary_total","stimulus_total"
"D68","04-0038","Springerville Municipal","Springerville","AZ","LAX","GA",1,2005,"Update Airport Master Plan Study","3-04-0038-013-2005","D68",150000.00,150000.00,0.00,0.00
"D68","04-0038","Springerville Municipal","Springerville","AZ","LAX","GA",1,2006,"Construct Apron, Install Weather Reporting Equipment","3-04-0038-015-2006","D68",2438051.00,884191.00,1553860.00,0.00
"D68","04-0038","Springerville Municipal","Springerville","AZ","LAX","GA",1,2007,"Acquire Snow Removal Equipment","3-04-0038-016-2007","D68",122351.00,122351.00,0.00,0.00
"D68","04-0038","Springerville Municipal","Springerville","AZ","LAX","GA",1,2009,"Rehabilitate Runway [RWY 3/21 resurface (design only)] - 03/21","3-04-0038-017-2009","D68",148693.00,148693.00,0.00,0.00
"D68","04-0038","Springerville Municipal","Springerville","AZ","LAX","GA",1,2009,"Rehabilitate Runway [Phase 2 Construction, Phase 3 Design] - 03/21","3-04-0038-018-2009","D68",1075779.00,1075779.00,0.00,0.00
"D68","04-0038","Springerville Municipal","Springerville","AZ","LAX","GA",1,2009,"Construct Taxiway [Approximately 200 feet x 35 feet]","3-04-0038-019-2009","D68",272381.00,272381.00,0.00,0.00
"SJN","04-0039","St Johns Industrial Air Park","St Johns","AZ","LAX","GA",1,2005,"Improve Runway Safety Area, Install Runway Vertical/Visual Guidance System","3-04-0039-010-2005","SJN",382434.00,300000.00,82434.00,0.00
"SJN","04-0039","St Johns Industrial Air Park","St Johns","AZ","LAX","GA",1,2007,"Construct Apron [Design], Construct Taxiway [Design]","3-04-0039-011-2007","SJN",252491.00,252491.00,0.00,0.00
"SJN","04-0039","St Johns Industrial Air Park","St Johns","AZ","LAX","GA",1,2009,"Install Runway Lighting [Medium Intensity Runway Lighting (MIRL)] - 14/32, Remove Obstructions [Runway 14/32 and Runway 3/21, Design Only, Phase I]","3-04-0039-012-2009","SJN",123693.00,123693.00,0.00,0.00
"SJN","04-0039","St Johns Industrial Air Park","St Johns","AZ","LAX","GA",1,2009,"Install Runway Lighting [Install Runway 14/32 MIRL, Phase II] - 14/32, Install Runway Lighting [Install Runway 3/21 MIRL, Phase 2] - 03/21, Remove Obstructions [Remove obstructions in the approaches to Runway 14/32 and Runway 3/21, Phase II]","3-04-0039-013-2009","SJN",176307.00,176307.00,0.00,0.00
"TYL","04-0065","Taylor","Taylor","AZ","LAX","GA",1,2005,"Rehabilitate Runway Lighting - 03/21","3-04-0065-013-2005","TYL",330769.00,280800.00,49969.00,0.00
"TYL","04-0065","Taylor","Taylor","AZ","LAX","GA",1,2006,"Construct Taxiway [Design and Construct, Phase I.]","3-04-0065-014-2006","TYL",332627.00,332627.00,0.00,0.00
"TYL","04-0065","Taylor","Taylor","AZ","LAX","GA",1,2007,"Rehabilitate Runway [Design] - 03/21","3-04-0065-015-2007","TYL",238498.00,238498.00,0.00,0.00
"TYL","04-0065","Taylor","Taylor","AZ","LAX","GA",1,2008,"Install Weather Reporting Equipment","3-04-0065-016-2008","TYL",141727.00,141727.00,0.00,0.00
"TYL","04-0065","Taylor","Taylor","AZ","LAX","GA",1,2009,"Rehabilitate Runway - 03/21","3-04-0065-017-2009","TYL",1664722.00,0.00,0.00,1664722.00
"TYL","04-0065","Taylor","Taylor","AZ","LAX","GA",1,2009,"Construct Taxiway [(Approximately 200 feet x 25 feet)]","3-04-0065-018-2009","TYL",156927.00,156927.00,0.00,0.00
"T03","04-0054","Tuba City","Tuba City","AZ","LAX","",,,"","","",,,,
"AVQ","04-0058","Marana Regional","Tucson","AZ","LAX","R",8,2005,"Conduct Noise Compatibility Plan Study","3-04-0058-012-2005","AVQ",200000.00,50000.00,150000.00,0.00
"AVQ","04-0058","Marana Regional","Tucson","AZ","LAX","R",8,2005,"Construct Taxiway [E]","3-04-0058-013-2005","AVQ",2157395.00,150000.00,2007395.00,0.00
"AVQ","04-0058","Marana Regional","Tucson","AZ","LAX","R",8,2006,"Construct Taxiway [E, Apron & Access Road, Phase II], Rehabilitate Runway [and 12/30] - 03/21, Rehabilitate Taxiway [A]","3-04-0058-014-2006","AVQ",5759109.00,2777921.00,2981188.00,0.00
"AVQ","04-0058","Marana Regional","Tucson","AZ","LAX","R",8,2007,"Acquire Land For Approaches, Construct Building [ATCT - Design]","3-04-0058-015-2007","AVQ",1184500.00,150000.00,1034500.00,0.00
"AVQ","04-0058","Marana Regional","Tucson","AZ","LAX","R",8,2008,"Construct Building","3-04-0058-016-2008","AVQ",111240.00,111240.00,0.00,0.00
"AVQ","04-0058","Marana Regional","Tucson","AZ","LAX","R",8,2009,"Improve Building","3-04-0058-017-2009","AVQ",68073.00,68073.00,0.00,0.00
"AVQ","04-0058","Marana Regional","Tucson","AZ","LAX","R",8,2009,"Construct Building [Air Traffic Control Tower (ATCT), Phase IV]","3-04-0058-018-2009","AVQ",120687.00,120687.00,0.00,0.00
"RYN","04-0044","Ryan Field","Tucson","AZ","LAX","R",7,2005,"Install Perimeter Fencing","3-04-0044-015-2005","RYN",100425.00,100425.00,0.00,0.00
"RYN","04-0044","Ryan Field","Tucson","AZ","LAX","R",7,2007,"Acquire Equipment","3-04-0044-017-2007","RYN",393346.00,393346.00,0.00,0.00
"RYN","04-0044","Ryan Field","Tucson","AZ","LAX","R",7,2008,"Construct Service Road, Install Airfield Guidance Signs, Install Perimeter Fencing [Design]","3-04-0044-018-2008","RYN",285919.00,285919.00,0.00,0.00
"RYN","04-0044","Ryan Field","Tucson","AZ","LAX","R",7,2009,"Conduct Miscellaneous Study [Airfield Drainage Study], Install Airfield Guidance Signs [Rehabilitate RWY 6l/24R signage (recommended by RSAT)], Rehabilitate Runway [Design Only, Phase 1] - 06L/24R","3-04-0044-019-2009","RYN",1123247.00,1123247.00,0.00,0.00
"RYN","04-0044","Ryan Field","Tucson","AZ","LAX","R",7,2009,"Install Runway Lighting [Medium Intensity Runway Lights (MIRL) and Medium Intensity Lights (MITL)-Taxiway A, Design Only, Phase I] - 06L/24R","3-04-0044-020-2009","RYN",134878.00,134878.00,0.00,0.00
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,2005,"Install Perimeter Fencing, Rehabilitate Runway [Phase I (Design)] - 11L/29R","3-04-0045-047-2005","TUS",4919381.00,204630.00,4714751.00,0.00
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,2005,"Conduct Environmental Study [EIS for Runway Upgrade]","3-04-0045-048-2005","TUS",421820.00,421820.00,0.00,0.00
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,2005,"Acquire Land for Development [Phase I, Reimbursement], Acquire Land for Development","3-04-0045-049-2005","TUS",3783887.00,1557441.00,2226446.00,0.00
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,2006,"Construct Taxiway [Phase I], Rehabilitate Runway [Phase II] - 11L/29R","3-04-0045-050-2006","TUS",7656394.00,2439961.00,5216433.00,0.00
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,2006,"Noise Mitigation Measures for Residences within 65 - 69 DNL","3-04-0045-051-2006","TUS",1000000.00,0.00,1000000.00,0.00
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,2007,"Construct Apron, Security Enhancements","3-04-0045-052-2007","TUS",4520282.00,2354756.00,2165526.00,0.00
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,2007,"Conduct Environmental Study","3-04-0045-053-2007","TUS",364240.00,364240.00,0.00,0.00
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,2008,"Noise Mitigation Measures for Residences within 65 - 69 DNL","3-04-0045-054-2008","TUS",5000000.00,0.00,5000000.00,0.00
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,2008,"Conduct Miscellaneous Study, Conduct Noise Compatibility Plan Study [Update]","3-04-0045-055-2008","TUS",851725.00,851725.00,0.00,0.00
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,2009,"Noise Mitigation Measures for Residences within 65 - 69 DNL [Approx. 66 homes]","3-04-0045-056-2009","TUS",5368824.00,0.00,5368824.00,0.00
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,2009,"Conduct Miscellaneous Study [Conduct Airfield Drainage Study], Construct Apron","3-04-0045-057-2009","TUS",3769630.00,798730.00,2970900.00,0.00
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,2009,"Security Enhancements","3-04-0045-058-2009","TUS",1848700.00,0.00,0.00,1848700.00
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,2009,"Construct Apron","3-04-0045-059-2009","TUS",5176673.00,1300913.00,3875760.00,0.00
"E24","04-0047","Whiteriver","Whiteriver","AZ","LAX","GA",1,2005,"Construct Heliport/Helipad [Phase III]","3-04-0047-008-2005","E24",648748.00,285000.00,363748.00,0.00
"E24","04-0047","Whiteriver","Whiteriver","AZ","LAX","GA",1,2006,"Construct Snow Removal Equipment Building","3-04-0047-009-2006","E24",339128.00,339128.00,0.00,0.00
"E24","04-0047","Whiteriver","Whiteriver","AZ","LAX","GA",1,2007,"Update Airport Master Plan Study","3-04-0047-010-2007","E24",128459.00,128459.00,0.00,0.00
"E24","04-0047","Whiteriver","Whiteriver","AZ","LAX","GA",1,2009,"Install Airport Beacons, Install Perimeter Fencing [300 lineal feet of fencing and access gate], Rehabilitate Runway [Approximately 6,350 feet by 75 feet] - 01/19, Rehabilitate Terminal Building [Phase I, Site Preparation]","3-04-0047-011-2009","E24",396070.00,396070.00,0.00,0.00
"E25","04-0048","Wickenburg Municipal","Wickenburg","AZ","LAX","GA",2,2005,"Extend Runway [Phase II] - 05/23","3-04-0048-013-2005","E25",150000.00,150000.00,0.00,0.00
"E25","04-0048","Wickenburg Municipal","Wickenburg","AZ","LAX","GA",2,2005,"Extend Runway [Phase I] - 05/23, Extend Runway - 05/23, Extend Taxiway [Phase I], Extend Taxiway, Improve Runway Safety Area - 05/23, Install Perimeter Fencing, Install Runway Lighting - 05/23, Install Taxiway Lighting","3-04-0048-014-2005","E25",4497266.00,300000.00,4197266.00,0.00
"E25","04-0048","Wickenburg Municipal","Wickenburg","AZ","LAX","GA",2,2006,"Extend Runway [Phase II] - 05/23, Extend Taxiway [Phase II]","3-04-0048-016-2006","E25",1199965.00,1199965.00,0.00,0.00
"E25","04-0048","Wickenburg Municipal","Wickenburg","AZ","LAX","GA",2,2007,"Install Weather Reporting Equipment [AWOS]","3-04-0048-017-2007","E25",207224.00,207224.00,0.00,0.00
"E25","04-0048","Wickenburg Municipal","Wickenburg","AZ","LAX","GA",2,2009,"Conduct Environmental Study [Environmental Assessment]","3-04-0048-018-2009","E25",123693.00,123693.00,0.00,0.00
"P33","04-0049","Cochise County","Willcox","AZ","LAX","GA",8,2008,"Rehabilitate Runway Lighting [Electrical Vault] - 03/21","3-04-0049-001-2008","P33",53341.00,53341.00,0.00,0.00
"P33","04-0049","Cochise County","Willcox","AZ","LAX","GA",8,2009,"Install Runway Lighting - 03/21","3-04-0049-002-2009","P33",300000.00,300000.00,0.00,0.00
"CMR","04-0050","H.A. Clark Memorial Field","Williams","AZ","LAX","GA",1,2005,"Rehabilitate Apron [and Expand]","3-04-0050-018-2005","CMR",1262582.00,150000.00,1112582.00,0.00
"CMR","04-0050","H.A. Clark Memorial Field","Williams","AZ","LAX","GA",1,2006,"Conduct Environmental Study [Land Acquisition]","3-04-0050-019-2006","CMR",150000.00,150000.00,0.00,0.00
"CMR","04-0050","H.A. Clark Memorial Field","Williams","AZ","LAX","GA",1,2007,"Rehabilitate Taxiway","3-04-0050-020-2007","CMR",1307592.00,1307592.00,0.00,0.00
"CMR","04-0050","H.A. Clark Memorial Field","Williams","AZ","LAX","GA",1,2008,"Rehabilitate Taxiway [Phase II]","3-04-0050-021-2008","CMR",1141964.00,1141964.00,0.00,0.00
"CMR","04-0050","H.A. Clark Memorial Field","Williams","AZ","LAX","GA",1,2009,"Install Taxiway Lighting [Lighting of Taxiway A (Phase III)]","3-04-0050-022-2009","CMR",845500.00,845500.00,0.00,0.00
"RQE","04-0051","Window Rock","Window Rock","AZ","LAX","GA",1,2009,"Install Runway Lighting [Medium Intensity Runway Lights (MIRL), Phase I] - 02/20","3-04-0051-011-2009","RQE",300000.00,300000.00,0.00,0.00
"INW","04-0052","Winslow-Lindbergh Regional","Winslow","AZ","LAX","GA",1,2005,"Widen Taxiway","3-04-0052-013-2005","INW",609419.00,162800.00,446619.00,0.00
"INW","04-0052","Winslow-Lindbergh Regional","Winslow","AZ","LAX","GA",1,2008,"Update Airport Master Plan Study","3-04-0052-015-2008","INW",268850.00,268850.00,0.00,0.00
"INW","04-0052","Winslow-Lindbergh Regional","Winslow","AZ","LAX","GA",1,2008,"Install Taxiway Lighting, Rehabilitate Apron [South GA apron]","3-04-0052-016-2008","INW",1280824.00,1175047.00,105777.00,0.00
"INW","04-0052","Winslow-Lindbergh Regional","Winslow","AZ","LAX","GA",1,2009,"Install Perimeter Fencing [Approximately 2,000 Linear Feet]","3-04-0052-017-2009","INW",227519.00,227519.00,0.00,0.00
"YUM","04-0053","Yuma MCAS/Yuma International","Yuma","AZ","LAX","",,,"","","",,,,
"AAT","06-0003","Alturas Municipal","Alturas","CA","SFO","GA",4,2005,"Install Miscellaneous NAVAIDS [- replace non-directional beacon], Install Taxiway Lighting [- install medium intensity taxiway edge lights - Design], Rehabilitate Service Road [- rehabilitate service road (approximately 30\' X 300\') - Design], Update Airpo","3-06-0003-004-2005","AAT",174744.00,174744.00,0.00,0.00
"AAT","06-0003","Alturas Municipal","Alturas","CA","SFO","GA",4,2007,"Improve Service Road","3-06-0003-005-2007","AAT",151987.00,151987.00,0.00,0.00
"AAT","06-0003","Alturas Municipal","Alturas","CA","SFO","GA",4,2008,"Acquire Snow Removal Equipment, Rehabilitate Apron, Rehabilitate Runway [Slurry seal and remarking of airport pavements] - 03/21, Rehabilitate Taxiway","3-06-0003-006-2008","AAT",268949.00,268949.00,0.00,0.00
"AAT","06-0003","Alturas Municipal","Alturas","CA","SFO","GA",4,2009,"Rehabilitate Apron [Rehabilitate pavement expansion joints per PMMP], Rehabilitate Runway [Rehabilitate pavement expansion joints per PMMP] - 13/31, Rehabilitate Taxiway [Rehabilitate pavement expansion joints per PMMP]","3-06-0003-007-2009","AAT",133858.00,133858.00,0.00,0.00
"APV","06-0009","Apple Valley","Apple Valley","CA","LAX","GA",41,2005,"Rehabilitate Taxiway","3-06-0009-006-2005","APV",508338.00,508338.00,0.00,0.00
"APV","06-0009","Apple Valley","Apple Valley","CA","LAX","GA",41,2006,"Expand Apron","3-06-0009-007-2006","APV",406633.00,406633.00,0.00,0.00
"APV","06-0009","Apple Valley","Apple Valley","CA","LAX","GA",41,2007,"Install Runway Vertical/Visual Guidance System - 18/36, Rehabilitate Runway Lighting - 18/36","3-06-0009-008-2007","APV",491408.00,463733.00,27675.00,0.00
"ACV","06-0010","Arcata","Arcata/Eureka","CA","SFO","P",1,2005,"Rehabilitate Runway [Rehabilitate Runway 2-20 (approximately 150\' X 4,500\') and Taxiways B and G (approximately 50\' X 3,000\') including drainage improvement - Design] - 02/20","3-06-0010-029-2005","ACV",17221.00,17221.00,0.00,0.00
"ACV","06-0010","Arcata","Arcata/Eureka","CA","SFO","P",1,2006,"Expand Terminal Building [Expand Terminal Building - Phase I Construction], Expand Terminal Building [Expand Terminal Building - Phase II Construction]","3-06-0010-030-2006","ACV",5140398.00,4840398.00,300000.00,0.00
"ACV","06-0010","Arcata","Arcata/Eureka","CA","SFO","P",1,2007,"Acquire Aircraft Rescue & Fire Fighting Vehicle [Acquire Aircraft Rescue & Fire Fighting Vehicle], Improve Runway Safety Area [Improve Runway 14/32 Safety Area - RSA Study] - 14/32","3-06-0010-031-2007","ACV",979939.00,83824.00,896115.00,0.00
"ACV","06-0010","Arcata","Arcata/Eureka","CA","SFO","P",1,2008,"Construct Aircraft Rescue & Fire Fighting Building [Design], Improve Runway Safety Area [Design - Relocate Runway 32 Threshold by 200\' & EMAS installation at Runway 14] - 14/32, Rehabilitate Runway Lighting [Design - Rehabilitate Runway 14/32 Lighting Sys","3-06-0010-032-2008","ACV",740142.00,740142.00,0.00,0.00
"ACV","06-0010","Arcata","Arcata/Eureka","CA","SFO","P",1,2008,"Conduct Environmental Study [Conduct NEPA documentation for RSA improvement]","3-06-0010-033-2008","ACV",237500.00,237500.00,0.00,0.00
"ACV","06-0010","Arcata","Arcata/Eureka","CA","SFO","P",1,2009,"Improve Runway Safety Area [Relocate Runway 1 & 19 thresholds by 40\' to meet RSA requirments] - 01/19, Improve Runway Safety Area [Relocate Runway 32 Threshold by 200\' & EMAS installation at Runway 14] - 14/32","3-06-0010-034-2009","ACV",8759592.00,602401.00,8157191.00,0.00
"ACV","06-0010","Arcata","Arcata/Eureka","CA","SFO","P",1,2009,"Improve Runway Safety Area [Part B-Improve Runway Safety Area (Relocate thresholds by 40\')-01/19] - 01/19, Improve Runway Safety Area [Part B-Relocate Runway 32 Threshold by 200\' & EMAS installation at Runway 14] - 14/32","3-06-0010-035-2009","ACV",2369274.00,1069274.00,1300000.00,0.00
"AUN","06-0012","Auburn Municipal","Auburn","CA","SFO","GA",4,2006,"Construct Access Road [Phase II], Construct Taxiway [Phase II]","3-06-0012-009-2006","AUN",300000.00,300000.00,0.00,0.00
"+06A","06-0013","Avalon (New)","Avalon","CA","LAX","",46,2007,"Conduct Airport Master Plan Study [Planning study for Catalina Island Airport]","3-06-0013-002-2007","+06A",200000.00,0.00,200000.00,0.00
"L45","06-0323","Bakersfield Municipal","Bakersfield","CA","LAX","GA",22,2007,"Expand Apron, Rehabilitate Taxiway","3-06-0323-014-2007","L45",300000.00,300000.00,0.00,0.00
"BFL","06-0017","Meadows Field","Bakersfield","CA","LAX","P",22,2005,"Construct Terminal Building","3-06-0017-027-2005","BFL",1197945.00,1197945.00,0.00,0.00
"BFL","06-0017","Meadows Field","Bakersfield","CA","LAX","P",22,2006,"Construct Terminal Building, Improve Terminal Building","3-06-0017-028-2006","BFL",2936195.00,2936195.00,0.00,0.00
"BFL","06-0017","Meadows Field","Bakersfield","CA","LAX","P",22,2008,"Construct Terminal Building [Phase IX], Improve Terminal Building [Phase II]","3-06-0017-029-2008","BFL",1241409.00,1241409.00,0.00,0.00
"BFL","06-0017","Meadows Field","Bakersfield","CA","LAX","P",22,2009,"Improve Terminal Building [Phase III]","3-06-0017-030-2009","BFL",746986.00,746986.00,0.00,0.00
"BFL","06-0017","Meadows Field","Bakersfield","CA","LAX","P",22,2009,"Acquire Aircraft Rescue & Fire Fighting Vehicle","3-06-0017-031-2009","BFL",900000.00,450000.00,450000.00,0.00
"BFL","06-0017","Meadows Field","Bakersfield","CA","LAX","P",22,2009,"Rehabilitate Taxiway [Twy A]","3-06-0017-032-2009","BFL",2725219.00,0.00,0.00,2725219.00
"BFL","06-0017","Meadows Field","Bakersfield","CA","LAX","P",22,2009,"Improve Terminal Building [Phase III]","3-06-0017-033-2009","BFL",1320433.00,1320433.00,0.00,0.00
"BNG","06-0018","Banning Municipal","Banning","CA","LAX","GA",41,2008,"Improve Airport Drainage [design]","3-06-0018-007-2008","BNG",150000.00,150000.00,0.00,0.00
"BNG","06-0018","Banning Municipal","Banning","CA","LAX","GA",41,2009,"Improve Airport Drainage","3-06-0018-008-2009","BNG",429693.00,429693.00,0.00,0.00
"BNG","06-0018","Banning Municipal","Banning","CA","LAX","GA",41,2009,"Improve Airport Drainage","3-06-0018-009-2009","BNG",561536.00,326307.00,235229.00,0.00
"O02","06-0020","Nervino","Beckwourth","CA","SFO","GA",4,2006,"Update Airport Master Plan Study [Update ALP]","3-06-0020-005-2006","O02",75000.00,75000.00,0.00,0.00
"O02","06-0020","Nervino","Beckwourth","CA","SFO","GA",4,2008,"Remove Obstructions [Remove Obstructions]","3-06-0020-006-2008","O02",150000.00,150000.00,0.00,0.00
"L35","06-0022","Big Bear City","Big Bear City","CA","LAX","GA",41,2005,"Improve Runway Safety Area - 08/26, Install Perimeter Fencing, Rehabilitate Apron","3-06-0022-013-2005","L35",1753684.00,1200990.00,552694.00,0.00
"L35","06-0022","Big Bear City","Big Bear City","CA","LAX","GA",41,2006,"Improve Runway Safety Area [Storm Drainage] - 08/26, Rehabilitate Taxiway","3-06-0022-014-2006","L35",2117583.00,307102.00,1810481.00,0.00
"L35","06-0022","Big Bear City","Big Bear City","CA","LAX","GA",41,2007,"Install Airfield Guidance Signs [replace guidance signs], Install Runway Vertical/Visual Guidance System - 08/26, Rehabilitate Taxiway [North parallel taxiway]","3-06-0022-015-2007","L35",2188590.00,2188590.00,0.00,0.00
"L35","06-0022","Big Bear City","Big Bear City","CA","LAX","GA",41,2008,"Construct Heliport/Helipad","3-06-0022-016-2008","L35",617485.00,617485.00,0.00,0.00
