Indent,Category,Source,Report,2000 (Corp),2001 (Corp),2002 (Corp),2003 (Corp),2004 (Corp),2005 (Corp),2006 (Corp),2007 (Corp),2008 (Corp),2009 (Corp),2010 (Corp),2011 (Corp),2012 (Corp),2013 (Corp),2014 (Corp),2015 (Corp),2016 (Corp),2000 (Indv),2001 (Indv),2002 (Indv),2003 (Indv),2004 (Indv),2005 (Indv),2006 (Indv),2007 (Indv),2008 (Indv),2009 (Indv),2010 (Indv),2011 (Indv),2012 (Indv),2013 (Indv),2014 (Indv),2015 (Indv),2016 (Indv),Expenditure Name,Expenditure Footnotes
##,Discharge of mortgage indebtedness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Discharge of mortgage indebtedness.&mdash;The baseline tax system generally would tax all income under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates to apply to certain types or sources of income. In contrast, the Tax Code allows an exclusion from the income of a taxpayer any discharge of indebtedness of a qualified principal residence. The provision sunsets on December 31, 2012. </p>"
##+,64,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,293.00,239.00,176.00,0.00,0.00,0.00,,,,Discharge of mortgage indebtedness,,,,,,,,,,,,,,,,,
##+,66,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,310.00,330.00,260.00,190.00,140.00,80.00,0.00,,,Discharge of mortgage indebtedness,,,,,,,,,,,,,,,,,
##+,65,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,360.00,260.00,200.00,180.00,120.00,0.00,0.00,,Discharge of mortgage indebtedness,,,,,,,,,,,,,,,,,
##+,66,Treasury,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1480.00,1390.00,1100.00,250.00,0.00,0.00,0.00,Discharge of mortgage indebtedness,,,,,,,,,,,,,,,,,
##,Deduction for mortgate interest on owner-occupied residences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,73700.00,79900.00,85200.00,90500.00,101000.00,,,,,,Deduction for mortgate interest on owner-occupied residences,,,,,,,,,,,,,,,,,
##,Tax credit for low-incoming housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,4400.00,4600.00,4900.00,5300.00,5700.00,,,,,,,,,,,,,700.00,700.00,700.00,800.00,800.00,,,,,,Tax credit for low-incoming housing,,,,,,,,,,,,,,,,,
##,Deduction for premiums for qualified mortgage insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1000.00,100.00,1000.00,1000.00,1000.00,,,,,,Deduction for premiums for qualified mortgage insurance,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,<50,100.00,200.00,200.00,0.00,,,,,Deduction for premiums for qualified mortgage insurance,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,<50,100.00,200.00,200.00,0.00,,,,,Deduction for premiums for qualified mortgage insurance,,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,100.00,200.00,200.00,0.00,0.00,,,,Deduction for premiums for qualified mortgage insurance,,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,300.00,100.00,0.00,0.00,0.00,,,Deduction for premiums for qualified mortgage insurance,,,,,,,,,,,,,,,,,
##,Credit for first-time homebuyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,67,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,9530.00,1230.00,-1350.00,-1400.00,-1400.00,-1060.00,-910.00,,,Credit for first-time homebuyer,,,,,,,,,,,,,,,,,
##,Credit for low-income housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,4800.00,5100.00,5500.00,5900.00,6300.00,,,,,,,,,,,,,600.00,600.00,700.00,700.00,700.00,,,,,Credit for low-income housing,,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,3400.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,Credit for low-income housing ,,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,4900.00,5100.00,5300.00,5600.00,6100.00,,,,,,,,,,,,,200.00,300.00,300.00,300.00,300.00,,,Credit for low-income housing,,,,,,,,,,,,,,,,,
##,Credit for rehabilitation of historic structures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,300.00,300.00,300.00,400.00,400.00,,,,,,,,,,,,,100.00,100.00,100.00,200.00,200.00,,,,,Credit for rehabilitation of historic structures,,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,300.00,400.00,400.00,400.00,400.00,,,,,,,,,,,,,100.00,100.00,200.00,200.00,200.00,,,,Credit for rehabilitation of historic structures,,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,400.00,400.00,400.00,400.00,400.00,,,,,,,,,,,,,100.00,100.00,200.00,200.00,200.00,,,Credit for rehabilitation of historic structures,,,,,,,,,,,,,,,,,
##,"Credit for rehabilitation of structures, other than historic structures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,<50,<50,<50,1000.00,1000.00,,,,,,,,,,,,,100.00,100.00,200.00,200.00,200.00,,,,,"Credit for rehabilitation of structures, other than historic structures",,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,<50,<50,100.00,100.00,100.00,,,,,,,,,,,,,100.00,100.00,100.00,200.00,200.00,,,,"Credit for rehabilitation of structures, other than historic structures",,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,<50,100.00,100.00,100.00,100.00,,,,,,,,,,,,,100.00,100.00,200.00,200.00,200.00,,,"Credit for rehabilitation of structures, other than historic structures",,,,,,,,,,,,,,,,,
##,Deduction for property taxes on real property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,24600.00,15900.00,13400.00,26600.00,31600.00,,,,,Deduction for property taxes on real property,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,24600.00,15900.00,13400.00,26600.00,31600.00,,,,,Deduction for property taxes on real property,,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,25100.00,16400.00,24900.00,29300.00,30000.00,,,,Deduction for property taxes on real property,,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,15000.00,22800.00,26500.00,27600.00,29100.00,,,Deduction for property taxes on real property,,,,,,,,,,,,,,,,,
##,Increased standard deduction for real property taxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,900.00,2500.00,400.00,0.00,0.00,,,,,Increased standard deduction for real property taxes,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,900.00,2500.00,400.00,0.00,0.00,,,,,Increased standard deduction for real property taxes,,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1900.00,500.00,0.00,0.00,0.00,,,,Increased standard deduction for real property taxes,,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,500.00,0.00,0.00,0.00,0.00,,,Increased standard deduction for real property taxes,,,,,,,,,,,,,,,,,
##,Exclusion of income attributable to the discharge of principal residence acquisition indebtedness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,200.00,300.00,200.00,200.00,100.00,,,,,Exclusion of income attributable to the discharge of principal residence acquisition indebtedness,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,200.00,300.00,200.00,200.00,100.00,,,,,Exclusion of income attributable to the discharge of principal residence acquisition indebtedness,,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,700.00,600.00,300.00,100.00,<50,,,,Exclusion of income attributable to the discharge of principal residence acquisition indebtedness,,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,800.00,700.00,500.00,<50,0.00,,,Exclusion of income attributable to the discharge of principal residence acquisition indebtedness,,,,,,,,,,,,,,,,,
##,First-time homebuyer credit ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,300.00,13600.00,-500.00,-1900.00,-1700.00,,,,,First-time homebuyer credit ,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,300.00,13600.00,-500.00,-1900.00,-1700.00,,,,,First-time homebuyer credit ,,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,8700.00,900.00,-1800.00,-1700.00,-1000.00,,,,First-time homebuyer credit ,,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,8700.00,-2400.00,-2500.00,-1600.00,-800.00,,,First-time homebuyer credit ,,,,,,,,,,,,,,,,,
##,Credit for homebuyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Credit for homebuyer.&mdash;The baseline tax system would not allow credits for particular activities, investments, or industries. Instead, it generally would seek to tax uniformly all returns from investment-like activities. In contrast, the Tax Code allows a tax credit for home buyers on purchases before May 1, 2010. </p>"
##+,66,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,9730.00,16540.00,1530.00,-1980.00,-1210.00,-800.00,-490.00,,Credit for homebuyer,,,,,,,,,,,,,,,,,
##+,67,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,13680.00,10410.00,-2160.00,-1450.00,-590.00,-520.00,-470.00,Credit for homebuyer,,,,,,,,,,,,,,,,,
#,Commerce
##,Cancellation of indebtedness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Cancellation of indebtedness.&mdash;The baseline tax system generally would tax all income under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates to apply to certain types or sources of income. In contrast, under current law individuals are not required to report the cancellation of certain indebtedness as current income. If the canceled debt is not reported as current income, however, the basis of the underlying property must be reduced by the amount canceled. </p>"
##+,48,Treasury,2000,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,20.00,15.00,20.00,20.00,25.00,,,,,,,,,,,,,Cancellation of indebtedness,,,,,,,,,,,,,,,,,
##+,49,Treasury,2001,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,25.00,15.00,15.00,20.00,20.00,25.00,,,,,,,,,,,,Cancellation of indebtedness,,,,,,,,,,,,,,,,,
##+,50,Treasury,2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,30.00,20.00,10.00,10.00,10.00,20.00,20.00,,,,,,,,,,,Cancellation of indebtedness,,,,,,,,,,,,,,,,,
##+,48,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,30.00,30.00,30.00,40.00,40.00,40.00,40.00,,,,,,,,,,Cancellation of indebtedness,,,,,,,,,,,,,,,,,
##+,48,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,10.00,30.00,50.00,60.00,60.00,50.00,,,,,,,,,Cancellation of indebtedness,,,,,,,,,,,,,,,,,
##+,48,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,20.00,30.00,30.00,30.00,40.00,40.00,40.00,,,,,,,,Cancellation of indebtedness,,,,,,,,,,,,,,,,,
##+,52,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,30.00,30.00,30.00,40.00,40.00,40.00,40.00,,,,,,,Cancellation of indebtedness,,,,,,,,,,,,,,,,,
##+,68,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,30.00,160.00,110.00,40.00,40.00,40.00,40.00,,,,,,Cancellation of indebtedness,,,,,,,,,,,,,,,,,
##+,65,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,90.00,100.00,90.00,60.00,30.00,30.00,30.00,,,,,Cancellation of indebtedness,,,,,,,,,,,,,,,,,
##+,65,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,110.00,90.00,60.00,40.00,30.00,30.00,30.00,,,,Cancellation of indebtedness,,,,,,,,,,,,,,,,,
##+,68,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,60.00,30.00,20.00,40.00,50.00,40.00,30.00,,,Cancellation of indebtedness,,,,,,,,,,,,,,,,,
##+,67,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,300.00,130.00,-10.00,-50.00,-30.00,0.00,40.00,,Cancellation of indebtedness,,,,,,,,,,,,,,,,,
##+,68,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.00,430.00,130.00,-70.00,-180.00,-250.00,-230.00,Cancellation of indebtedness,,,,,,,,,,,,,,,,,
##,Exceptions from imputed interest rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Imputed interest rules.&mdash;Holders (issuers) of debt instruments are generally required to report interest earned (paid) in the period it accrues, not when paid. In addition, the amount of interest accrued is determined by the actual price paid, not by the stated principal and interest stipulated in the instrument. In general, any debt associated with the sale of property worth less than $250,000 is excepted from the general interest accounting rules. This general $250,000 exception is not a tax expenditure under reference law but is under normal law. Exceptions above $250,000 are a tax expenditure under reference law; these exceptions include the following: (1) sales of personal residences worth more than $250,000, and (2) sales of farms and small businesses worth between $250,000 and $1 million. </p>"
##+,49,Treasury,2000,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,160.00,160.00,165.00,165.00,165.00,,,,,,,,,,,,,Exceptions from imputed interest rules,,,,,,,,,,,,,,,,,
##+,50,Treasury,2001,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,160.00,160.00,165.00,165.00,165.00,165.00,,,,,,,,,,,,Exceptions from imputed interest rules,,,,,,,,,,,,,,,,,
##+,51,Treasury,2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,80.00,80.00,80.00,80.00,80.00,80.00,80.00,,,,,,,,,,,Exceptions from imputed interest rules,,,,,,,,,,,,,,,,,
##+,49,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,80.00,80.00,80.00,80.00,80.00,80.00,80.00,,,,,,,,,,Exceptions from imputed interest rules,,,,,,,,,,,,,,,,,
##+,49,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,50.00,50.00,50.00,50.00,50.00,50.00,50.00,,,,,,,,,Exceptions from imputed interest rules,,,,,,,,,,,,,,,,,
##+,49,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,50.00,50.00,50.00,50.00,50.00,50.00,50.00,,,,,,,,Exceptions from imputed interest rules,,,,,,,,,,,,,,,,,
##+,53,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,50.00,50.00,50.00,50.00,50.00,50.00,50.00,,,,,,,Exceptions from imputed interest rules,,,,,,,,,,,,,,,,,
##+,69,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,50.00,50.00,50.00,50.00,50.00,50.00,50.00,,,,,,Exceptions from imputed interest rules,,,,,,,,,,,,,,,,,
##+,66,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,50.00,50.00,50.00,50.00,50.00,50.00,50.00,,,,,Exceptions from imputed interest rules,,,,,,,,,,,,,,,,,
##+,66,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,50.00,50.00,50.00,50.00,50.00,50.00,50.00,,,,Exceptions from imputed interest rules,,,,,,,,,,,,,,,,,
##+,69,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,50.00,50.00,50.00,50.00,50.00,50.00,50.00,,,Exceptions from imputed interest rules,,,,,,,,,,,,,,,,,
##+,68,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00,50.00,50.00,50.00,50.00,50.00,50.00,,Exceptions from imputed interest rules,,,,,,,,,,,,,,,,,
##+,69,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00,50.00,50.00,50.00,50.00,50.00,50.00,Exceptions from imputed interest rules,,,,,,,,,,,,,,,,,
##,"Capital gains (except agriculture, timber, iron ore, and coal) (normal tax method)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,50,Treasury,2000,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,40585.00,41795.00,43035.00,44310.00,45625.00,,,,,,,,,,,,,"Capital gains (except agriculture, timber, iron ore, and coal) (normal tax method)",,,,,,,,,,,,,,,,,
##+,51,Treasury,2001,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,40575.00,41780.00,43025.00,44300.00,45615.00,46965.00,,,,,,,,,,,,"Capital gains (except agriculture, timber, iron ore, and coal) (normal tax method)",,,,,,,,,,,,,,,,,
##+,52,Treasury,2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,40520.00,41720.00,42950.00,44220.00,45530.00,46870.00,48260.00,,,,,,,,,,,"Capital gains (except agriculture, timber, iron ore, and coal) (normal tax method)",,,,,,,,,,,,,,,,,
##+,50,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,67800.00,61810.00,60200.00,56990.00,56180.00,50670.00,49880.00,,,,,,,,,,"Capital gains (except agriculture, timber, iron ore, and coal) (normal tax method)",,,,,,,,,,,,,,,,,
##+,50,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,56060.00,55010.00,53930.00,54550.00,49870.00,49760.00,51450.00,,,,,,,,,"Capital gains (except agriculture, timber, iron ore, and coal) (normal tax method)",,,,,,,,,,,,,,,,,
##,Capital gains exclusion of small corporation stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Capital gains exclusion for small business stock.&mdash;The baseline tax system would not allow deductions and exemptions to certain types of income. In contrast, the Tax Code provides an exclusion of 50 percent (from a 28 percent tax rate) for capital gains from qualified small business stock held by individuals for more than 5 years; 75 percent for stock issued in 2009 and 2010. A qualified small business is a corporation whose gross assets do not exceed $50 million as of the date of issuance of the stock. </p>"
##+,51,Treasury,2000,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,Capital gains exclusion of small corporation stock,,,,,,,,,,,,,,,,,
##+,52,Treasury,2001,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,Capital gains exclusion of small corporation stock,,,,,,,,,,,,,,,,,
##+,53,Treasury,2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,40.00,70.00,90.00,120.00,160.00,200.00,250.00,,,,,,,,,,,Capital gains exclusion of small corporation stock,,,,,,,,,,,,,,,,,
##+,51,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,70.00,100.00,130.00,160.00,210.00,250.00,300.00,,,,,,,,,,Capital gains exclusion of small corporation stock,,,,,,,,,,,,,,,,,
##+,51,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,100.00,130.00,160.00,210.00,250.00,300.00,350.00,,,,,,,,,Capital gains exclusion of small corporation stock,,,,,,,,,,,,,,,,,
##+,51,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,130.00,160.00,210.00,250.00,300.00,350.00,390.00,,,,,,,,Capital gains exclusion of small corporation stock,,,,,,,,,,,,,,,,,
##+,55,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,160.00,210.00,250.00,300.00,350.00,390.00,430.00,,,,,,,Capital gains exclusion of small corporation stock,,,,,,,,,,,,,,,,,
##+,71,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,200.00,230.00,260.00,300.00,320.00,350.00,470.00,,,,,,Capital gains exclusion of small corporation stock,,,,,,,,,,,,,,,,,
##+,68,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,240.00,270.00,320.00,340.00,370.00,490.00,540.00,,,,,Capital gains exclusion of small corporation stock,,,,,,,,,,,,,,,,,
##+,68,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,270.00,320.00,340.00,370.00,490.00,540.00,590.00,,,,Capital gains exclusion of small corporation stock,,,,,,,,,,,,,,,,,
##+,71,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,60.00,60.00,60.00,200.00,340.00,350.00,370.00,,,Capital gains exclusion of small corporation stock,,,,,,,,,,,,,,,,,
##+,71,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00,50.00,170.00,290.00,300.00,470.00,690.00,,Capital gains exclusion of small corporation stock,,,,,,,,,,,,,,,,,
##+,72,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00,170.00,290.00,300.00,470.00,820.00,850.00,Capital gains exclusion of small corporation stock,,,,,,,,,,,,,,,,,
##,Step-up basis of capital gains at death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Step-up in basis of capital gains at death.&mdash; The baseline tax system would not allow deductions and exemptions to certain types of income. In contrast, capital gains on assets held at the owner's death are not subject to capital gains tax under current law. The cost basis of the appreciated assets is adjusted to the market value at the owner's date of death. </p>"
##+,52,Treasury,2000,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,27090.00,28240.00,29370.00,30545.00,31765.00,,,,,,,,,,,,,Step-up basis of capital gains at death,,,,,,,,,,,,,,,,,
##+,53,Treasury,2001,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,27090.00,28240.00,29370.00,30545.00,31765.00,33035.00,,,,,,,,,,,,Step-up basis of capital gains at death,,,,,,,,,,,,,,,,,
##+,54,Treasury,2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,27090.00,28240.00,29370.00,30540.00,31760.00,33030.00,34360.00,,,,,,,,,,,Step-up basis of capital gains at death,,,,,,,,,,,,,,,,,
##+,52,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,26540.00,27610.00,28710.00,29860.00,31050.00,32300.00,33590.00,,,,,,,,,,Step-up basis of capital gains at death,,,,,,,,,,,,,,,,,
##+,52,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,26890.00,27390.00,28500.00,29630.00,30490.00,31370.00,32390.00,,,,,,,,,Step-up basis of capital gains at death,,,,,,,,,,,,,,,,,
##+,52,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,14880.00,16280.00,18240.00,20240.00,22240.00,24190.00,26010.00,,,,,,,,Step-up basis of capital gains at death,,,,,,,,,,,,,,,,,
##+,56,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,24200.00,26140.00,28760.00,31630.00,34790.00,35560.00,33680.00,,,,,,,Step-up basis of capital gains at death,,,,,,,,,,,,,,,,,
##+,72,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,26820.00,29510.00,32460.00,35700.00,36480.00,34560.00,38010.00,,,,,,Step-up basis of capital gains at death,,,,,,,,,,,,,,,,,
##+,69,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,29600.00,32600.00,35900.00,36750.00,37950.00,39450.00,41010.00,,,,,Step-up basis of capital gains at death,,,,,,,,,,,,,,,,,
##+,69,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,32600.00,35900.00,36750.00,37950.00,39450.00,41010.00,42632.00,,,,Step-up basis of capital gains at death,,,,,,,,,,,,,,,,,
##+,72,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,21590.00,19530.00,20830.00,25210.00,31720.00,34100.00,36650.00,,,Step-up basis of capital gains at death,,,,,,,,,,,,,,,,,
##+,72,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,41370.00,36740.00,44520.00,53270.00,57260.00,61560.00,66180.00,,Step-up basis of capital gains at death,,,,,,,,,,,,,,,,,
##+,73,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,39520.00,50940.00,61480.00,66090.00,71040.00,76370.00,82100.00,Step-up basis of capital gains at death,,,,,,,,,,,,,,,,,
