Indent,Budget Function,Subsidyscope Title,Title as Appears in Budget,Source,Report Year,2000 Total,2001 Total,2002 Total,2003 Total,2004 Total,2005 Total,2006 Total,2007 Total,2008 Total,2009 Total,2010 Total,2011 Total,2012 Total,2013 Total,2014 Total,2015 Total,2016 Total,2000 Corp,2001 Corp,2002 Corp,2003 Corp,2004 Corp,2005 Corp,2006 Corp,2007 Corp,2008 Corp,2009 Corp,2010 Corp,2011 Corp,2012 Corp,2013 Corp,2014 Corp,2015 Corp,2016 Corp,2000 Indv,2001 Indv,2002 Indv,2003 Indv,2004 Indv,2005 Indv,2006 Indv,2007 Indv,2008 Indv,2009 Indv,2010 Indv,2011 Indv,2012 Indv,2013 Indv,2014 Indv,2015 Indv,2016 Indv
*,Commerce and housing,R&E credits in lieu of bonus depreciation (Code section 168(k)(4)),R&E credits in lieu of bonus depreciation (Code section 168(k)(4)),JCT,2011,,,,,,,,,,500.00,300.00,0,0,0,,,,,,,,,,,,,500.00,300.00,>-50,>-50,>-50,,,,,,,,,,,,,0.00,0.00,>-50,>-50,>-50,,,,"Estimate includes refundability associated with the outlay effects found on page 46 of the JCT <a href=""http://www.jct.gov/publications.html?func=startdown&id=3642""><em>Estimates of Federal Tax Expenditures For Fiscal Years 2009-2013</em>.</a> "
*,Commerce and housing,Reduced rates of tax on dividends and long-term capital gains,Reduced rates of tax on long-term capital gains,JCT,2001,32000.00,33800.00,34900.00,36100.00,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,32000.00,33800.00,34900.00,36100.00,,,,,,,,,,,,,,
*,Commerce and housing,Reduced rates of tax on dividends and long-term capital gains,Reduced rates of tax on long-term capital gains,JCT,2002,36000.00,37800.00,38900.00,40100.00,41800.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,36000.00,37800.00,38900.00,40100.00,41800.00,,,,,,,,,,,,,
*,Commerce and housing,Reduced rates of tax on dividends and long-term capital gains,Reduced rates of tax on long-term capital gains,JCT,2003,,38700.00,40600.00,41800.00,43100.00,44900.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,38700.00,40600.00,41800.00,43100.00,44900.00,,,,,,,,,,,,
*,Commerce and housing,Reduced rates of tax on dividends and long-term capital gains,Reduced rates of tax on long-term capital gains,JCT,2004,,,65100.00,57400.00,56800.00,53800.00,53300.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,65100.00,57400.00,56800.00,53800.00,53300.00,,,,,,,,,,,
*,Commerce and housing,Reduced rates of tax on dividends and long-term capital gains,Reduced rates of tax on long-term capital gains,JCT,2005,,,,55300.00,54700.00,52800.00,53200.00,48600.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,55300.00,54700.00,52800.00,53200.00,48600.00,,,,,,,,,,
*,Commerce and housing,Reduced rates of tax on dividends and long-term capital gains,Reduced rates of tax on dividends and long-term capital gains,JCT,2006,,,,,66100.00,76800.00,81700.00,86500.00,95200.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,66100.00,76800.00,81700.00,86500.00,95200.00,,,,,,,,,
*,Commerce and housing,Reduced rates of tax on dividends and long-term capital gains,Reduced rates of tax on dividends and long-term capital gains,JCT,2007,,,,,,57800.00,64200.00,69900.00,78600.00,86300.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,57800.00,64200.00,69900.00,78600.00,86300.00,,,,,,,,
*,Commerce and housing,Reduced rates of tax on dividends and long-term capital gains,Reduced rates of tax on dividends and long-term capital gains,JCT,2008,,,,,,,92200.00,94500.00,101700.00,99600.00,50200.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,92200.00,94500.00,101700.00,99600.00,50200.00,,,,,,,
*,Commerce and housing,Reduced rates of tax on dividends and long-term capital gains,Reduced rates of tax on dividends and long-term capital gains,JCT,2009,,,,,,,,127100.00,127900.00,131000.00,146600.00,99300.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,127100.00,127900.00,131000.00,146600.00,99300.00,,,,,,
*,Commerce and housing,Reduced rates of tax on dividends and long-term capital gains,Reduced rates of tax on dividends and long-term capital gains,JCT,2010,,,,,,,,,150200.00,148100.00,161600.00,107500.00,100600.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,150200.00,148100.00,161600.00,107500.00,100600.00,,,,,
*,Commerce and housing,Reduced rates of tax on dividends and long-term capital gains,Reduced rates of tax on dividends and long-term capital gains,JCT,2011,,,,,,,,,,89500.00,96600.00,71300.00,75700.00,85700.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,89500.00,96600.00,71300.00,75700.00,85700.00,,,,
*,Commerce and housing,Reduced rates of tax on dividends and long-term capital gains,Reduced rates of tax on dividends and long-term capital gains,JCT,2012,,,,,,,,,,,77700.00,84200.00,65900.00,90300.00,84900.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,77700.00,84200.00,65900.00,90300.00,84900.00,,,
**,Commerce and housing,"Reduced rates of tax on dividends and long-term capital gains - Capital gains (except agriculture, timber, iron ore, and coal)","Capital gains (except agriculture, timber, iron ore, and coal) (normal tax method)",Treasury,2001,40575.00,41780.00,43025.00,44300.00,45615.00,46965.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,40575.00,41780.00,43025.00,44300.00,45615.00,46965.00,,,,,,,,,,,,
**,Commerce and housing,"Reduced rates of tax on dividends and long-term capital gains - Capital gains (except agriculture, timber, iron ore, and coal)","Capital gains (except agriculture, timber, iron ore, and coal) (normal tax method)",Treasury,2002,40520.00,41720.00,42950.00,44220.00,45530.00,46870.00,48260.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,40520.00,41720.00,42950.00,44220.00,45530.00,46870.00,48260.00,,,,,,,,,,,
**,Commerce and housing,"Reduced rates of tax on dividends and long-term capital gains - Capital gains (except agriculture, timber, iron ore, and coal)","Capital gains (except agriculture, timber, iron ore, and coal) (normal tax method)",Treasury,2003,,67800.00,61810.00,60200.00,56990.00,56180.00,50670.00,49880.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,67800.00,61810.00,60200.00,56990.00,56180.00,50670.00,49880.00,,,,,,,,,,
**,Commerce and housing,"Reduced rates of tax on dividends and long-term capital gains - Capital gains (except agriculture, timber, iron ore, and coal)","Capital gains (except agriculture, timber, iron ore, and coal) (normal tax method)",Treasury,2004,,,56060.00,55010.00,53930.00,54550.00,49870.00,49760.00,51450.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,56060.00,55010.00,53930.00,54550.00,49870.00,49760.00,51450.00,,,,,,,,,
**,Commerce and housing,"Reduced rates of tax on dividends and long-term capital gains - Capital gains (except agriculture, timber, iron ore, and coal)","Capital gains (except agriculture, timber, iron ore, and coal)",Treasury,2005,,,,25730.00,27300.00,30190.00,32930.00,36410.00,48930.00,29210.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,25730.00,27300.00,30190.00,32930.00,36410.00,48930.00,29210.00,,,,,,,,"If corporate equity were to be included, the revenue loss estimates would be $48,540 in 2003, $51,510 in 2004, $56,970 in 2005, $62,140 in 2006, $68,690 in 2007, $92,320 in 2008, and $55,110 in 2009. Similarly, if the reduced tax rate on dividends were to be included, the revenue loss estimates would be $1,810 in 2003, $16,720 in 2004, $13,280 in 2005, $13,880 in 2006, $14,480 in 2007, $15,970 in 2008, and $8,540 in 2009."
**,Commerce and housing,"Reduced rates of tax on dividends and long-term capital gains - Capital gains (except agriculture, timber, iron ore, and coal)","Capital gains (except agriculture, timber, iron ore, and coal)",Treasury,2006,,,,,25150.00,27200.00,28370.00,30450.00,36840.00,26900.00,21630.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,25150.00,27200.00,28370.00,30450.00,36840.00,26900.00,21630.00,,,,,,,
**,Commerce and housing,"Reduced rates of tax on dividends and long-term capital gains - Capital gains (except agriculture, timber, iron ore, and coal)","Capital gains (except agriculture, timber, iron ore, and coal)",Treasury,2007,,,,,,26170.00,25990.00,26760.00,31280.00,22340.00,17580.00,23410.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,26170.00,25990.00,26760.00,31280.00,22340.00,17580.00,23410.00,,,,,,
**,Commerce and housing,"Reduced rates of tax on dividends and long-term capital gains - Capital gains (except agriculture, timber, iron ore, and coal)","Capital gains (except agriculture, timber, iron ore, and coal)",Treasury,2008,,,,,,,48610.00,51770.00,51960.00,52230.00,55400.00,53870.00,38420.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,48610.00,51770.00,51960.00,52230.00,55400.00,53870.00,38420.00,,,,,
**,Commerce and housing,"Reduced rates of tax on dividends and long-term capital gains - Capital gains (except agriculture, timber, iron ore, and coal)","Capital gains (except agriculture, timber, iron ore, and coal)",Treasury,2009,,,,,,,,53230.00,55540.00,55940.00,59170.00,57490.00,41390.00,43240.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,53230.00,55540.00,55940.00,59170.00,57490.00,41390.00,43240.00,,,,
**,Commerce and housing,"Reduced rates of tax on dividends and long-term capital gains - Capital gains (except agriculture, timber, iron ore, and coal)","Capital gains (except agriculture, timber, and coal) ",Treasury,2010,,,,,,,,,24240.00,23640.00,28920.00,24840.00,23890.00,27270.00,30480.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,24240.00,23640.00,28920.00,24840.00,23890.00,27270.00,30480.00,,,An alternative calculation for this tax expenditure based on pre-2005 methodology is shown in Table 19-4.
**,Commerce and housing,"Reduced rates of tax on dividends and long-term capital gains - Capital gains (except agriculture, timber, iron ore, and coal)","Capital gains (except agriculture, timber, iron ore, and coal)",Treasury,2011,,,,,,,,,,52590.00,45360.00,44290.00,41090.00,51120.00,62230.00,72180.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,52590.00,45360.00,44290.00,41090.00,51120.00,62230.00,72180.00,,Some footnotes in the FY2011 OMB document are misaligned. Subsidyscope has shifted these footnotes to their appropriate place.
**,Commerce and housing,"Reduced rates of tax on dividends and long-term capital gains - Capital gains (except agriculture, timber, iron ore, and coal)","Capital gains (except agriculture, timber, iron ore, and coal)",Treasury,2012,,,,,,,,,,,36300.00,37560.00,38490.00,43260.00,46880.00,58110.00,69540.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,36300.00,37560.00,38490.00,43260.00,46880.00,58110.00,69540.00,
**,Commerce and housing,Reduced rates of tax on dividends and long-term capital gains - Treatment of qualified dividends,Treatment of qualified dividends,Treasury,2011,,,,,,,,,,22425.00,38012.00,26869.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,22425.00,38012.00,26869.00,0.00,0.00,0.00,0.00,,
**,Commerce and housing,Reduced rates of tax on dividends and long-term capital gains - Treatment of qualified dividends,Treatment of qualified dividends,Treasury,2012,,,,,,,,,,,31050.00,23600.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,31050.00,23600.00,0.00,0.00,0.00,0.00,0.00,
*,Commerce and housing,Seven-year recovery period for motorsports entertainment complexes,Seven-year recovery period for motorsports entertainment complexes,JCT,2010,,,,,,,,,0,100.00,0,0,0,,,,,,,,,,,,,<50,100.00,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,
*,Commerce and housing,Seven-year recovery period for motorsports entertainment complexes,Seven-year recovery period for motorsports entertainment complexes,JCT,2011,,,,,,,,,,100.00,0,0,0,0,,,,,,,,,,,,,100.00,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company taxable income adjustment,JCT,2001,100.00,100.00,100.00,100.00,,,,,,,,,,,,,,100.00,100.00,100.00,100.00,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company taxable income adjustment,JCT,2002,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company taxable income adjustment,JCT,2003,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company taxable income adjustment,JCT,2004,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company taxable income adjustment,JCT,2005,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company taxable income adjustment,JCT,2006,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company taxable income adjustment,JCT,2007,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company taxable income adjustment,JCT,2008,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company taxable income adjustment,JCT,2009,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company taxable income adjustment,JCT,2010,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company taxable income adjustment,JCT,2011,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company taxable income adjustment,JCT,2012,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company deduction,Treasury,2001,100.00,100.00,100.00,100.00,105.00,105.00,,,,,,,,,,,,100.00,100.00,100.00,100.00,105.00,105.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company deduction,Treasury,2002,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company deduction,Treasury,2003,,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company deduction,Treasury,2004,,,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company deduction,Treasury,2005,,,,90.00,90.00,90.00,90.00,90.00,90.00,90.00,,,,,,,,,,,90.00,90.00,90.00,90.00,90.00,90.00,90.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company deduction,Treasury,2006,,,,,80.00,80.00,80.00,80.00,80.00,80.00,80.00,,,,,,,,,,,80.00,80.00,80.00,80.00,80.00,80.00,80.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company deduction,Treasury,2007,,,,,,60.00,60.00,60.00,60.00,60.00,60.00,50.00,,,,,,,,,,,60.00,60.00,60.00,60.00,60.00,60.00,50.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company deduction,Treasury,2008,,,,,,,60.00,60.00,60.00,60.00,60.00,50.00,50.00,,,,,,,,,,,60.00,60.00,60.00,60.00,60.00,50.00,50.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company deduction,Treasury,2009,,,,,,,,50.00,50.00,50.00,50.00,50.00,60.00,60.00,,,,,,,,,,,50.00,50.00,50.00,50.00,50.00,60.00,60.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company deduction,Treasury,2010,,,,,,,,,50.00,50.00,50.00,50.00,50.00,50.00,50.00,,,,,,,,,,,50.00,50.00,50.00,50.00,50.00,50.00,50.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company deduction,Treasury,2011,,,,,,,,,,50.00,50.00,50.00,50.00,50.00,50.00,50.00,,,,,,,,,,,50.00,50.00,50.00,50.00,50.00,50.00,50.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
*,Commerce and housing,Small life insurance company deduction,Small life insurance company deduction,Treasury,2012,,,,,,,,,,,30.00,30.00,30.00,30.00,30.00,30.00,30.00,,,,,,,,,,,30.00,30.00,30.00,30.00,30.00,30.00,30.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
*,Commerce and housing,Special alternative tax on small property and casualty insurance companies,Tax exemption for certain small insurance companies,JCT,2009,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,
*,Commerce and housing,Special alternative tax on small property and casualty insurance companies,Tax-exempt status and election to be taxed only on investment income for certain small property and casualty insurance companies,JCT,2010,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,
*,Commerce and housing,Special alternative tax on small property and casualty insurance companies,Tax-exempt status and election to be taxed only on investment income for certain small property and casualty insurance companies,JCT,2011,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,
*,Commerce and housing,Special alternative tax on small property and casualty insurance companies,Tax-exempt status and election to be taxed only on investment income for certain small property and casualty insurance companies,JCT,2012,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,
*,Commerce and housing,Special alternative tax on small property and casualty insurance companies,Special alternative tax on small property and casualty insurance companies,Treasury,2001,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
*,Commerce and housing,Special alternative tax on small property and casualty insurance companies,Special alternative tax on small property and casualty insurance companies,Treasury,2002,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
