County Name,State Name,State FIPS,County FIPS,Total Deposits ($),TARP CPP Deposits ($),TARP CPP Deposits (%),Total Branches ,TARP CPP Branches,TARP CPP Branches (%),Total HMDA Loan Originations (#),TARP HMDA Loan Originations (#),TARP HMDA Loan Originations (%)
Jim Hogg County,Texas,48,247,102106000,7346000,0.0719,3,1,0.3333,18,8,0.4865
Jim Wells County,Texas,48,249,430593000,253847000,0.5895,10,5,0.5,244,93,0.3849
Johnson County,Texas,48,251,1209966000,369439000,0.3053,36,10,0.2778,1484,521,0.3511
Jones County,Texas,48,253,146079000,13412000,0.0918,7,1,0.1429,120,54,0.4511
Karnes County,Texas,48,255,298017000,27994000,0.0939,6,2,0.3333,39,13,0.3545
Kaufman County,Texas,48,257,843188000,152963000,0.1814,27,8,0.2963,1239,434,0.3505
Kendall County,Texas,48,259,510925000,189508000,0.3709,15,5,0.3333,555,237,0.4282
Kenedy County,Texas,48,261,0,0,0,0,0,0,0,0,0
Kent County,Texas,48,263,13686000,0,0,1,0,0,0,0,0
Kerr County,Texas,48,265,998094000,596700000,0.5978,19,10,0.5263,678,412,0.6081
Kimble County,Texas,48,267,66886000,0,0,2,0,0,19,11,0.5938
King County,Texas,48,269,0,0,0,0,0,0,0,0,0
Kinney County,Texas,48,271,19664000,0,0,1,0,0,11,2,0.2157
Kleberg County,Texas,48,273,271567000,42264000,0.1556,11,4,0.3636,185,67,0.3671
Knox County,Texas,48,275,69586000,0,0,2,0,0,10,2,0.2632
La Salle County,Texas,48,283,39166000,0,0,1,0,0,12,3,0.3333
Lamar County,Texas,48,277,828067000,107813000,0.1302,15,4,0.2667,200,90,0.4525
Lamb County,Texas,48,279,268373000,0,0,14,0,0,41,8,0.1971
Lampasas County,Texas,48,281,235596000,72879000,0.3093,8,3,0.375,158,43,0.2757
Lavaca County,Texas,48,285,546200000,58891000,0.1078,9,1,0.1111,102,53,0.5258
Lee County,Texas,48,287,335544000,26629000,0.0794,10,1,0.1,100,46,0.4695
Leon County,Texas,48,289,298896000,40827000,0.1366,8,2,0.25,130,76,0.5882
Liberty County,Texas,48,291,677340000,25938000,0.0383,14,1,0.0714,494,220,0.4463
Limestone County,Texas,48,293,256351000,0,0,10,0,0,131,63,0.4816
Lipscomb County,Texas,48,295,92528000,0,0,3,0,0,13,3,0.2708
Live Oak County,Texas,48,297,168046000,0,0,4,0,0,58,21,0.3718
Llano County,Texas,48,299,258799000,64840000,0.2505,11,3,0.2727,425,198,0.466
Loving County,Texas,48,301,0,0,0,0,0,0,1,1,1
Lubbock County,Texas,48,303,4990303000,1853707000,0.3715,99,29,0.2929,1932,546,0.2827
Lynn County,Texas,48,305,112988000,0,0,4,0,0,22,7,0.3284
Madison County,Texas,48,313,223791000,17265000,0.0771,4,2,0.5,73,43,0.5984
Marion County,Texas,48,315,79770000,0,0,2,0,0,48,13,0.2909
Martin County,Texas,48,317,88240000,0,0,2,0,0,18,5,0.2951
Mason County,Texas,48,319,85977000,16763000,0.195,3,1,0.3333,18,10,0.6
Matagorda County,Texas,48,321,416052000,226959000,0.5455,10,5,0.5,317,166,0.5248
Maverick County,Texas,48,323,570419000,287258000,0.5036,13,6,0.4615,264,116,0.443
McCulloch County,Texas,48,307,163196000,15099000,0.0925,3,1,0.3333,34,15,0.4595
McLennan County,Texas,48,309,3120893000,569205000,0.1824,55,10,0.1818,1719,598,0.348
McMullen County,Texas,48,311,30151000,30151000,1,1,1,1,2,0,0.2222
Medina County,Texas,48,325,419519000,0,0,14,0,0,293,105,0.3608
Menard County,Texas,48,327,33064000,0,0,1,0,0,5,1,0.3846
Midland County,Texas,48,329,3358465000,1821548000,0.5424,46,18,0.3913,1784,741,0.4158
Milam County,Texas,48,331,296465000,0,0,9,0,0,155,67,0.4379
Mills County,Texas,48,333,125595000,34322000,0.2733,2,1,0.5,25,15,0.625
Mitchell County,Texas,48,335,107765000,0,0,3,0,0,27,9,0.3418
Montague County,Texas,48,337,373438000,86684000,0.2321,9,3,0.3333,126,42,0.3378
Montgomery County,Texas,48,339,5402185000,2720052000,0.5035,125,57,0.456,8935,4791,0.5363
Moore County,Texas,48,341,207967000,25517000,0.1227,8,2,0.25,167,91,0.5458
Morris County,Texas,48,343,170642000,0,0,8,0,0,68,18,0.2742
Motley County,Texas,48,345,11786000,0,0,1,0,0,2,0,0.4
Nacogdoches County,Texas,48,347,824970000,212536000,0.2576,23,4,0.1739,256,73,0.2864
Navarro County,Texas,48,349,521592000,196695000,0.3771,15,3,0.2,375,183,0.4883
Newton County,Texas,48,351,56674000,0,0,3,0,0,40,13,0.3306
Nolan County,Texas,48,353,241661000,0,0,4,0,0,67,24,0.3583
Nueces County,Texas,48,355,3487009000,1010417000,0.2898,87,22,0.2529,3340,1407,0.4214
Ochiltree County,Texas,48,357,311384000,0,0,3,0,0,28,4,0.1667
Oldham County,Texas,48,359,12947000,0,0,1,0,0,11,3,0.3333
Orange County,Texas,48,361,772833000,269353000,0.3485,19,7,0.3684,666,262,0.3945
Palo Pinto County,Texas,48,363,475032000,98739000,0.2079,17,3,0.1765,236,100,0.4275
Panola County,Texas,48,365,438707000,0,0,4,0,0,103,42,0.412
Parker County,Texas,48,367,1199726000,200476000,0.1671,25,3,0.12,1537,580,0.378
Parmer County,Texas,48,369,181165000,0,0,5,0,0,30,11,0.3947
Pecos County,Texas,48,371,180093000,0,0,5,0,0,80,37,0.4734
Polk County,Texas,48,373,477845000,0,0,10,0,0,303,123,0.4073
Potter County,Texas,48,375,2832200000,586280000,0.207,37,10,0.2703,735,230,0.3134
Presidio County,Texas,48,377,79074000,0,0,3,0,0,20,10,0.5128
Rains County,Texas,48,379,132053000,0,0,5,0,0,84,36,0.433
Randall County,Texas,48,381,1169903000,248213000,0.2122,30,7,0.2333,1267,395,0.3118
Reagan County,Texas,48,383,46328000,0,0,2,0,0,20,9,0.4651
Real County,Texas,48,385,56622000,0,0,3,0,0,30,12,0.4167
Red River County,Texas,48,387,134303000,0,0,6,0,0,48,13,0.2909
Reeves County,Texas,48,389,141964000,0,0,2,0,0,36,15,0.4444
Refugio County,Texas,48,391,119804000,0,0,3,0,0,40,16,0.404
Roberts County,Texas,48,393,11762000,0,0,1,0,0,6,3,0.5
Robertson County,Texas,48,395,286367000,51218000,0.1789,7,1,0.1429,60,16,0.2778
Rockwall County,Texas,48,397,836146000,189311000,0.2264,23,7,0.3043,1476,634,0.4299
Runnels County,Texas,48,399,182841000,22143000,0.1211,8,2,0.25,51,23,0.4636
Rusk County,Texas,48,401,680863000,46936000,0.0689,13,1,0.0769,279,74,0.2667
Sabine County,Texas,48,403,138057000,0,0,5,0,0,53,17,0.3212
San Augustine County,Texas,48,405,113561000,0,0,5,0,0,27,9,0.3506
San Jacinto County,Texas,48,407,110216000,0,0,4,0,0,206,99,0.4824
San Patricio County,Texas,48,409,448961000,139692000,0.3111,24,9,0.375,581,226,0.3891
San Saba County,Texas,48,411,75284000,0,0,3,0,0,22,11,0.5366
Schleicher County,Texas,48,413,40557000,0,0,1,0,0,8,3,0.4
Scurry County,Texas,48,415,337954000,25399000,0.0752,6,1,0.1667,71,29,0.4128
Shackelford County,Texas,48,417,136000000,0,0,3,0,0,13,4,0.3333
Shelby County,Texas,48,419,422011000,0,0,14,0,0,51,18,0.3592
Sherman County,Texas,48,421,86186000,0,0,2,0,0,11,3,0.3333
Smith County,Texas,48,423,3271043000,1082298000,0.3309,74,20,0.2703,2013,747,0.3715
Somervell County,Texas,48,425,104962000,0,0,3,0,0,55,22,0.4135
Starr County,Texas,48,427,514236000,87954000,0.171,12,4,0.3333,237,136,0.5752
Stephens County,Texas,48,429,255515000,10523000,0.0412,5,1,0.2,30,16,0.5455
Sterling County,Texas,48,431,31714000,0,0,1,0,0,1,0,0.5
Stonewall County,Texas,48,433,24440000,0,0,1,0,0,7,6,0.875
Sutton County,Texas,48,435,128168000,0,0,2,0,0,20,6,0.303
Swisher County,Texas,48,437,126529000,41233000,0.3259,5,1,0.2,34,14,0.4198
Tarrant County,Texas,48,439,84007291000,74607874000,0.8881,423,187,0.4421,24790,11192,0.4515
Taylor County,Texas,48,441,1758569000,411497000,0.234,44,13,0.2955,1127,395,0.3507
Terrell County,Texas,48,443,1750000,0,0,1,0,0,2,0,0.2857
Terry County,Texas,48,445,189396000,0,0,3,0,0,43,12,0.2966
Throckmorton County,Texas,48,447,42226000,0,0,3,0,0,3,0,0.3333
Titus County,Texas,48,449,503320000,69605000,0.1383,11,1,0.0909,170,49,0.2936
Tom Green County,Texas,48,451,1357439000,496720000,0.3659,34,9,0.2647,967,353,0.3653
Travis County,Texas,48,453,14953489000,10238235000,0.6847,270,162,0.6,17909,8970,0.5009
Trinity County,Texas,48,455,77543000,0,0,2,0,0,98,54,0.56
Tyler County,Texas,48,457,185467000,0,0,8,0,0,101,48,0.481
Upshur County,Texas,48,459,418033000,6767000,0.0162,11,1,0.0909,232,66,0.2875
Upton County,Texas,48,461,41706000,0,0,2,0,0,19,10,0.5758
Uvalde County,Texas,48,463,421251000,26440000,0.0628,11,4,0.3636,157,75,0.4816
Val Verde County,Texas,48,465,365715000,12924000,0.0353,13,2,0.1538,231,72,0.3143
Van Zandt County,Texas,48,467,437819000,0,0,15,0,0,339,128,0.3788
Victoria County,Texas,48,469,1506076000,562736000,0.3736,21,11,0.5238,851,372,0.4375
Walker County,Texas,48,471,595713000,87554000,0.147,9,2,0.2222,450,296,0.6579
Waller County,Texas,48,473,278647000,104785000,0.376,10,5,0.5,438,232,0.5316
Ward County,Texas,48,475,174827000,0,0,4,0,0,63,23,0.3663
Washington County,Texas,48,477,738841000,265862000,0.3598,13,6,0.4615,329,176,0.535
Webb County,Texas,48,479,5758320000,2251194000,0.3909,52,30,0.5769,1662,612,0.3686
Wharton County,Texas,48,481,769850000,68430000,0.0889,22,4,0.1818,273,128,0.4699
Wheeler County,Texas,48,483,185282000,62315000,0.3363,5,2,0.4,12,3,0.25
Wichita County,Texas,48,485,1884955000,908187000,0.4818,43,18,0.4186,1047,348,0.3325
Wilbarger County,Texas,48,487,304910000,14564000,0.0478,7,1,0.1429,49,7,0.1536
Willacy County,Texas,48,489,109611000,21020000,0.1918,4,1,0.25,80,32,0.4103
Williamson County,Texas,48,491,3298598000,1476697000,0.4477,111,56,0.5045,7974,3615,0.4534
Wilson County,Texas,48,493,234076000,123729000,0.5286,9,4,0.4444,416,156,0.3751
Winkler County,Texas,48,495,84787000,0,0,4,0,0,39,18,0.4756
Wise County,Texas,48,497,709506000,216723000,0.3055,21,7,0.3333,639,239,0.3754
Wood County,Texas,48,499,531744000,47605000,0.0895,20,1,0.05,397,186,0.4709
Yoakum County,Texas,48,501,96366000,34061000,0.3535,4,1,0.25,76,43,0.5758
Young County,Texas,48,503,496383000,52171000,0.1051,9,2,0.2222,90,35,0.393
Zapata County,Texas,48,505,255690000,175279000,0.6855,2,1,0.5,46,22,0.4894
Zavala County,Texas,48,507,52159000,0,0,3,0,0,18,10,0.5806
Beaver County,Utah,49,1,68113000,43965000,0.6455,3,2,0.6667,138,92,0.6732
Box Elder County,Utah,49,3,285398000,183959000,0.6446,9,6,0.6667,869,383,0.4409
Cache County,Utah,49,5,889763000,623023000,0.7002,20,15,0.75,2189,1255,0.5736
Carbon County,Utah,49,7,219615000,154692000,0.7044,9,7,0.7778,245,97,0.399
Daggett County,Utah,49,9,0,0,0,0,0,0,12,6,0.5217
Davis County,Utah,49,11,2478823000,879858000,0.3549,49,32,0.6531,6933,2925,0.422
Duchesne County,Utah,49,13,178851000,178851000,1,4,4,1,297,127,0.428
Emery County,Utah,49,15,54766000,54766000,1,4,4,1,106,52,0.493
Garfield County,Utah,49,17,54972000,45973000,0.8363,3,2,0.6667,92,56,0.6133
Grand County,Utah,49,19,151658000,151658000,1,2,2,1,173,99,0.5728
Iron County,Utah,49,21,486504000,181744000,0.3736,12,6,0.5,925,453,0.4899
Juab County,Utah,49,23,50244000,29860000,0.5943,2,1,0.5,182,87,0.4802
Kane County,Utah,49,25,110208000,53269000,0.4833,3,1,0.3333,222,118,0.5337
Millard County,Utah,49,27,142872000,142872000,1,4,4,1,234,167,0.7156
Morgan County,Utah,49,29,71095000,0,0,2,0,0,189,76,0.4047
Piute County,Utah,49,31,19719000,0,0,1,0,0,14,5,0.3684
Rich County,Utah,49,33,20039000,20039000,1,1,1,1,115,73,0.6425
Salt Lake County,Utah,49,35,2.00411E+11,69215904000,0.3454,245,166,0.6776,26256,13043,0.4968
San Juan County,Utah,49,37,64213000,64213000,1,4,4,1,139,102,0.7394
Sanpete County,Utah,49,39,203622000,77159000,0.3789,8,3,0.375,357,191,0.5352
Sevier County,Utah,49,41,230276000,172423000,0.7488,6,3,0.5,329,153,0.4673
Summit County,Utah,49,43,778931000,617492000,0.7927,16,12,0.75,1608,883,0.5496
Tooele County,Utah,49,45,93002000,93002000,1,6,5,0.8333,1702,749,0.4404
Uintah County,Utah,49,47,259240000,247904000,0.9563,4,3,0.75,613,254,0.415
Utah County,Utah,49,49,3252611000,1740624000,0.5351,86,49,0.5698,12398,6008,0.4846
Wasatch County,Utah,49,51,180678000,122752000,0.6794,7,3,0.4286,848,480,0.5661
Washington County,Utah,49,53,1510659000,891421000,0.5901,38,21,0.5526,3305,1654,0.5005
Wayne County,Utah,49,55,19665000,0,0,1,0,0,33,14,0.4459
Weber County,Utah,49,57,12085829000,11091725000,0.9177,39,30,0.7692,4459,1655,0.3712
Addison County,Vermont,50,1,475053000,49992000,0.1052,15,1,0.0667,227,54,0.2382
Bennington County,Vermont,50,3,689005000,0,0,20,0,0,414,154,0.373
Caledonia County,Vermont,50,5,508081000,0,0,18,0,0,205,49,0.242
Chittenden County,Vermont,50,7,3087273000,625400000,0.2026,52,8,0.1538,1302,282,0.217
Essex County,Vermont,50,9,24231000,0,0,2,0,0,38,8,0.2123
Franklin County,Vermont,50,11,538430000,41482000,0.077,18,1,0.0556,392,79,0.2021
Grand Isle County,Vermont,50,13,46143000,0,0,2,0,0,84,20,0.2493
Lamoille County,Vermont,50,15,383344000,0,0,12,0,0,264,66,0.2526
Orange County,Vermont,50,17,277178000,0,0,16,0,0,266,89,0.3354
Orleans County,Vermont,50,19,425034000,0,0,9,0,0,154,34,0.2261
Rutland County,Vermont,50,21,862285000,40853000,0.0474,28,1,0.0357,640,231,0.362
Washington County,Vermont,50,23,980663000,54310000,0.0554,25,1,0.04,444,94,0.212
Windham County,Vermont,50,25,756541000,34955000,0.0462,19,1,0.0526,482,178,0.3693
Windsor County,Vermont,50,27,895290000,0,0,36,0,0,792,382,0.4829
St. Croix Island,Virgin Islands of the U.S.,78,10,0,0,0,0,0,0,0,0,0
St. John Island,Virgin Islands of the U.S.,78,20,0,0,0,0,0,0,0,0,0
St. Thomas Island,Virgin Islands of the U.S.,78,30,0,0,0,0,0,0,0,0,0
Accomack County,Virginia,51,1,508982000,444479000,0.8733,15,14,0.9333,724,473,0.6534
Albemarle County,Virginia,51,3,847242000,515137000,0.608,26,17,0.6538,2267,1386,0.6114
Alexandria City,Virginia,51,510,4430541000,2946021000,0.6649,58,34,0.5862,3104,1671,0.5385
Alleghany County,Virginia,51,5,251830000,100900000,0.4007,7,3,0.4286,238,137,0.5763
Amelia County,Virginia,51,7,106222000,26424000,0.2488,3,1,0.3333,361,224,0.6224
Amherst County,Virginia,51,9,418302000,182680000,0.4367,12,3,0.25,719,481,0.6701
Appomattox County,Virginia,51,11,234464000,63074000,0.269,4,1,0.25,253,130,0.5153
Arlington County,Virginia,51,13,36285775000,2809708000,0.0774,79,40,0.5063,4157,2236,0.5381
Augusta County,Virginia,51,15,340747000,177888000,0.5221,17,8,0.4706,1388,783,0.5647
Bath County,Virginia,51,17,68558000,42924000,0.6261,4,1,0.25,55,31,0.5729
Bedford County,Virginia,51,19,449361000,235838000,0.5248,18,8,0.4444,1743,993,0.57
Bedford City,Virginia,51,515,391569000,175141000,0.4473,8,2,0.25,107,58,0.5431
Bland County,Virginia,51,21,69378000,49949000,0.72,2,1,0.5,111,75,0.6768
Botetourt County,Virginia,51,23,394469000,76988000,0.1952,18,3,0.1667,710,374,0.5275
Bristol City,Virginia,51,520,656701000,86723000,0.1321,16,3,0.1875,272,140,0.5161
Brunswick County,Virginia,51,25,145717000,59898000,0.4111,6,2,0.3333,176,90,0.5146
Buchanan County,Virginia,51,27,521558000,0,0,11,0,0,108,20,0.1922
Buckingham County,Virginia,51,29,84872000,62532000,0.7368,4,2,0.5,137,84,0.6143
Buena Vista City,Virginia,51,530,86125000,86125000,1,3,3,1,133,81,0.6129
Campbell County,Virginia,51,31,674713000,143509000,0.2127,19,5,0.2632,1090,623,0.5719
Caroline County,Virginia,51,33,272471000,272471000,1,6,6,1,1107,682,0.6167
Carroll County,Virginia,51,35,290754000,118698000,0.4082,7,3,0.4286,353,190,0.5406
Charles City County,Virginia,51,36,20068000,20068000,1,1,1,1,189,123,0.654
Charlotte County,Virginia,51,37,137748000,32538000,0.2362,6,1,0.1667,179,101,0.5665
Charlottesville City,Virginia,51,540,2033978000,1145284000,0.5631,33,15,0.4545,815,481,0.591
Chesapeake City,Virginia,51,550,2282473000,1654966000,0.7251,51,29,0.5686,6553,3795,0.5792
Chesterfield County,Virginia,51,41,3539285000,1639564000,0.4632,89,48,0.5393,9820,5909,0.6018
Clarke County,Virginia,51,43,216890000,45753000,0.211,3,1,0.3333,336,161,0.4814
Colonial Heights City,Virginia,51,570,421024000,177362000,0.4213,10,3,0.3,427,242,0.5671
Covington City,Virginia,51,580,174769000,70952000,0.406,3,1,0.3333,67,36,0.5447
Craig County,Virginia,51,45,65031000,0,0,2,0,0,73,20,0.2863
Culpeper County,Virginia,51,47,602445000,345497000,0.5735,13,7,0.5385,1203,677,0.5629
Cumberland County,Virginia,51,49,61153000,61153000,1,3,3,1,312,194,0.6228
Danville City,Virginia,51,590,1249049000,304499000,0.2438,31,7,0.2258,482,258,0.5373
Dickenson County,Virginia,51,51,205368000,74210000,0.3614,8,3,0.375,140,47,0.3423
Dinwiddie County,Virginia,51,53,185667000,0,0,5,0,0,590,306,0.5203
Emporia City,Virginia,51,595,238654000,112631000,0.4719,8,3,0.375,72,39,0.5455
Essex County,Virginia,51,57,187364000,187364000,1,4,4,1,358,250,0.7006
Fairfax County,Virginia,51,59,37597781000,26250368000,0.6982,325,180,0.5538,21109,10826,0.5129
Fairfax City,Virginia,51,600,2156646000,1423815000,0.6602,28,17,0.6071,463,256,0.5532
Falls Church City,Virginia,51,610,795208000,443045000,0.5571,14,7,0.5,195,94,0.4851
Fauquier County,Virginia,51,61,1126892000,616228000,0.5468,24,13,0.5417,1616,836,0.5178
Floyd County,Virginia,51,63,168114000,446000,0.0027,4,1,0.25,186,88,0.4745
Fluvanna County,Virginia,51,65,100618000,100618000,1,3,3,1,869,521,0.5997
Franklin City,Virginia,51,620,138176000,126543000,0.9158,5,4,0.8,129,60,0.4708
Franklin County,Virginia,51,67,813793000,440530000,0.5413,18,9,0.5,1092,614,0.5623
Frederick County,Virginia,51,69,429114000,183393000,0.4274,19,10,0.5263,1889,897,0.4751
Fredericksburg City,Virginia,51,630,1178617000,988730000,0.8389,23,17,0.7391,457,247,0.5421
Galax City,Virginia,51,640,338786000,52290000,0.1543,9,1,0.1111,78,48,0.624
Giles County,Virginia,51,71,253332000,160267000,0.6326,8,5,0.625,233,102,0.438
Gloucester County,Virginia,51,73,416420000,206455000,0.4958,11,5,0.4545,995,540,0.5428
Goochland County,Virginia,51,75,91803000,20618000,0.2246,5,3,0.6,617,382,0.6195
Grayson County,Virginia,51,77,205741000,24631000,0.1197,7,1,0.1429,166,89,0.539
Greene County,Virginia,51,79,125554000,97629000,0.7776,5,3,0.6,495,275,0.5556
Greensville County,Virginia,51,81,0,0,0,0,0,0,117,65,0.5625
Halifax County,Virginia,51,83,541929000,290391000,0.5358,10,5,0.5,453,285,0.63
Hampton City,Virginia,51,650,836897000,430879000,0.5149,23,12,0.5217,3290,1690,0.5137
Hanover County,Virginia,51,85,1241771000,891140000,0.7176,32,24,0.75,2775,1787,0.6442
Harrisonburg City,Virginia,51,660,990717000,553096000,0.5583,32,16,0.5,650,365,0.5618
Henrico County,Virginia,51,87,22479840000,20225013000,0.8997,97,56,0.5773,8089,4815,0.5953
Henry County,Virginia,51,89,532306000,245221000,0.4607,19,5,0.2632,636,338,0.5327
Highland County,Virginia,51,91,99134000,0,0,3,0,0,19,10,0.5758
Hopewell City,Virginia,51,670,323517000,219794000,0.6794,7,5,0.7143,486,260,0.537
Isle of Wight County,Virginia,51,93,396615000,276105000,0.6962,8,4,0.5,914,511,0.5594
James City County,Virginia,51,95,889871000,743293000,0.8353,23,17,0.7391,1887,1117,0.5921
King and Queen County,Virginia,51,97,21417000,21417000,1,1,1,1,176,101,0.5789
King George County,Virginia,51,99,145827000,131957000,0.9049,4,3,0.75,650,317,0.488
King William County,Virginia,51,101,174161000,174161000,1,5,5,1,589,378,0.6423
Lancaster County,Virginia,51,103,398148000,45264000,0.1137,12,2,0.1667,222,117,0.5298
Lee County,Virginia,51,105,358947000,0,0,14,0,0,99,22,0.2302
Lexington City,Virginia,51,678,136590000,129995000,0.9517,4,3,0.75,107,78,0.7379
Loudoun County,Virginia,51,107,3321005000,2063254000,0.6213,91,52,0.5714,7245,3305,0.4562
Louisa County,Virginia,51,109,240488000,87999000,0.3659,8,3,0.375,1157,683,0.5906
Lunenburg County,Virginia,51,111,135672000,27107000,0.1998,5,1,0.2,141,72,0.5127
Lynchburg City,Virginia,51,680,1599044000,805068000,0.5035,37,19,0.5135,1362,828,0.6086
Madison County,Virginia,51,113,62149000,62149000,1,1,1,1,305,204,0.6718
Manassas City,Virginia,51,683,859854000,640279000,0.7446,15,11,0.7333,744,372,0.501
Manassas Park City,Virginia,51,685,41508000,0,0,1,0,0,286,109,0.3829
Martinsville City,Virginia,51,690,646468000,374526000,0.5793,11,5,0.4545,175,92,0.5287
Mathews County,Virginia,51,115,119751000,51489000,0.43,2,1,0.5,192,99,0.5203
Mecklenburg County,Virginia,51,117,654607000,227297000,0.3472,19,5,0.2632,483,302,0.6256
Middlesex County,Virginia,51,119,116177000,116177000,1,4,4,1,325,201,0.619
Montgomery County,Virginia,51,121,1351609000,701667000,0.5191,37,16,0.4324,1242,594,0.4784
Nelson County,Virginia,51,125,147666000,92120000,0.6238,5,3,0.6,485,311,0.6415
New Kent County,Virginia,51,127,133891000,133891000,1,2,2,1,637,407,0.6402
Newport News City,Virginia,51,700,1743888000,1151348000,0.6602,32,21,0.6562,3662,1899,0.5188
Norfolk City,Virginia,51,710,4295228000,2615220000,0.6089,60,38,0.6333,5064,2950,0.5827
Northampton County,Virginia,51,131,186721000,186721000,1,7,7,1,273,194,0.7109
Northumberland County,Virginia,51,133,95543000,64047000,0.6703,7,4,0.5714,441,273,0.6211
Norton City,Virginia,51,720,166933000,51226000,0.3069,6,1,0.1667,36,16,0.4615
Nottoway County,Virginia,51,135,273359000,31745000,0.1161,9,1,0.1111,175,69,0.3977
Orange County,Virginia,51,137,387889000,210356000,0.5423,12,7,0.5833,1033,621,0.602
Page County,Virginia,51,139,286413000,100049000,0.3493,9,2,0.2222,497,212,0.4284
Patrick County,Virginia,51,141,251365000,183367000,0.7295,9,5,0.5556,246,145,0.5913
