"PSC CODE","PRODUCT AND SERVICE CODE NAME","START DATE","END DATE","PRODUCT AND SERVICE CODE FULL NAME","PRODUCT AND SERVICE CODE EXCLUDES","PRODUCT AND SERVICE CODE NOTES","PRODUCT AND SERVICE CODE INICLUDES"
"6340","AIRCRAFT ALARM AND SIGNAL SYSTEMS",10/15/1978,,"AIRCRAFT ALARM AND SIGNAL SYSTEMS","AIRCRAFT ENGINE OIL AND FUEL WARNING DEVICES.",,"OXYGEN PRESSURE SIGNALS AND WARNING DEVICES; SUCH AS AIR PRESSURE WARNING SIGNALS, AIRCRAFT CREW WARNING SIGNALS, ALTITUDE WARNING SIGNALS, ALARM CONTROLS, AUDIBLE LANDING GEAR ALARMS."
"6350","MISC ALARM, SIGNAL, SEC SYSTEMS",10/15/1978,,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS","LORAN; RADAR; SONAR; ENGINE OIL AND FUEL WARNING DEVICES; AIRCRAFT  OXYGEN WARNING DEVICES.",,"ANTI-INTRUSION ALARM SYSTEMS; FOGHORNS; GONGS; CHIMES; BELLS;  BURGLAR ALARM SYSTEMS; FIRE ALARMS; POLICE ALARM SYSTEMS; SOUNDING DEVICES; MANUAL GAS ALARMS; LANDING WANDS."
"65","MEDICAL/DENTAL/VETERINARY EQPT/SUPP",10/1/1979,,,,,
"6505","DRUGS AND BIOLOGICALS",10/15/1978,,"DRUGS AND BIOLOGICALS","MEDICATED COSMETICS AND TOILETRIES CLASSIFIABLE IN FSC 6508 AND IN VITRO DIAGNOSTIC SUBSTANCES AND REAGENTS CLASSIFIABLE IN FSC 6550.",,"ALL DRUGS, MEDICINAL GRADE CHEMICALS, AND BIOLOGICALS SUBJECT TO THE FEDERAL FOOD, DRUG AND COSMETIC ACT, DEPARTMENT OF AGRICULTURE (VETERINARY DRUGS AND BIOLOGICALS), LISTED IN THE MONOGRAPH SECTION OF THE U.S. PHARMACOPEIA OR THE NATIONAL FORMULARY OR COVERED BY THE UNITED STATES ADOPTED NAMES (USAN)."
"6506","BLOOD",10/15/1978,,"BLOOD",,,
"6507","BLOOD DERIVATIVES",12/15/1984,,"BLOOD DERIVATIVES",,,
"6508","MEDICATED COSMETICS AND TOILETRIES",11/15/1978,,"MEDICATED COSMETICS AND TOILETRIES","NONMEDICATED COSMETICS AND TOILETRIES WHICH ARE CLASSIFIABLE IN GROUP 85.",,"MEDICATED COSMETICS AND TOILETRIES THAT HAVE BEEN DETERMINED TO BE DRUGS IN ACCORDANCE WITH THE FEDERAL FOOD, DRUG, AND COSMETIC ACT."
"6509","DRUGS AND BIOLOGICALS, VETERINARY USE",5/1/2005,,"DRUGS AND BIOLOGICALS, VETERINARY USE.","DRUGS AND BIOLOGICALS SPECIFICALLY FORMULATED FOR HUMAN USE CLASSIFIABLE IN FSC 6505.",,"ALL DRUGS, MEDICINAL GRADE CHEMICAL, AND BIOLOGICALS SUBJECT TO THE PROVISIONS OF THE DEPARTMENT OF AGRICULTURE (VETERINARY DRUGS AND BIOLOGICALS) SPECIFICALLY FORMULATED FOR VETERINARY USE. OTHER NATIONS MAY APPLY THEIR OWN LEGAL DOCUMENTS."
"6510","SURGICAL DRESSING MATERIALS",10/15/1978,,"SURGICAL DRESSING MATERIALS",,,"BANDAGES, COMPRESSES, DRESSINGS, GAUZE, PADS, SPONGES, AND IMPREGNATED SURGICAL DRESSING MATERIALS."
"6515","MED & SURGICAL INSTRUMENTS,EQ & SUP",10/15/1978,,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES","OPHTHALMIC INSTRUMENTS, EQUIPMENT, AND SUPPLIES; NON-MEDICAL ENDOSCOPES.",,"ANESTHESIA APPARATUS; BLOOD TRANSFUSION APPARATUS; OXYGEN THERAPY APPARATUS; RESPIRATORS; ORTHOPEDIC SUPPLIES; ARCH SUPPORTS; CLINICAL THERMOMETERS; SUTURES; HEARING AIDS; VETERINARY  EQUIPMENT, ENDOSCOPES, FIBER OPTIC."
"6520","DENTAL INSTRUMENTS EQ & SUPPLIES",10/15/1978,,"DENTAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",,,"DENTAL ENGINES; DENTAL LABORATORY EQUIPMENT; OPERATING CHAIRS;  ORTHODONTIC APPLIANCES; TEETH; DENTAL METALS; DENTAL ABRASIVES; DENTAL  LABORATORY FURNITURE."
"6525","X-RAY EQ SUPPLIES - MED, DENTAL & V",10/15/1978,,"X-RAY EQUIPMENT AND SUPPLIES: MEDICAL, DENTAL, VETERINARY","INDUSTRIAL X-RAY EQUIPMENT.",,"MEDICAL X-RAY FILM; MEDICAL X-RAY FILM VIEWING EQUIPMENT; MEDICAL X-RAY FILM PROCESSING AND FINISHING EQUIPMENT AND SUPPLIES; X-RAY TUBES."
"6530","HOSP FURNITURE,EQ,UTENSILS & SUP",10/15/1978,,"HOSPITAL FURNITURE, EQUIPMENT, UTENSILS, AND SUPPLIES",,,"ORTHOPEDIC EQUIPMENT; OPERATING LIGHTS; PHYSIOTHERAPY EQUIPMENT; STERILIZERS; WHEEL CHAIRS; LITTERS; HOSPITAL BEDS; RESTRAINT EQUIPMENT."
"6532","HOSPITAL & SURGICAL CLOTHING",10/15/1978,,"HOSPITAL AND SURGICAL CLOTHING AND RELATED SPECIAL PURPOSE ITEMS","GENERAL PURPOSE ITEMS OF CLOTHING AND FABRICATED TEXTILE MATERIAL.",,"ONLY THOSE CLOTHING ITEMS WHICH ARE REQUIRED EXCLUSIVELY FOR USE IN  HOSPITAL OPERATIONS, OR IN MEDICAL OR DENTAL FACILITIES, WHICH HAVE NO FUNCTIONAL  COUNTERPART ELSEWHERE IN FEDERAL ORGANIZATIONS PARTICIPATING IN THE FEDERAL  CATALOG SYSTEM."
"6540","OPTHALMIC INSTRUMENTS EQ & SUPPLIES",10/15/1978,,"OPHTHALMIC INSTRUMENTS, EQUIPMENT, AND SUPPLIES","OPTICAL LENS CUTTING AND GRINDING MACHINES: OPHTHALMOSCOPE  AND OTOSCOPE  SET; SURGICAL INSTRUMENTS AND SUPPLIES THAT CAN BE USED BY OTHER MEDICAL DISCIPLINES; I.E., SUTURES, EYE PADS, EYE SHIELDS, EYE BATH, AND THE LIKE.",,"OPHTHALMIC LENS CUTTING AND GRINDING MACHINE; OPHTHALMIC LENSES AND LENS BLANKS; SPECTACLE FRAMES; OPHTHALMOLOGICAL AND OPTOMETRIC INSTRUMENTS, EQUIPMENT, AND SUPPLIES"
"6545","MEDICAL SETS KITS & OUTFITS",10/15/1978,,"REPLENISHABLE FIELD MEDICAL SETS, KITS, AND OUTFITS","SETS AND KITS WHICH CAN BE LOGICALLY CLASSIFIED IN ANOTHER FSC CLASS  IN GROUP 65, SUCH AS INSECT STING KIT; OTOSCOPE AND OPHTHALMOSCOPE SET; IN VITRO DIAGNOSTIC TEST KITS; AND THE LIKE.",,"SETS AND KITS WHICH CAN BE LOGICALLY CLASSIFIED IN ANOTHER FSC CLASS  IN GROUP 65, SUCH AS INSECT STING KIT; OTOSCOPE AND OPHTHALMOSCOPE SET; IN VITRO DIAGNOSTIC TEST KITS; AND THE LIKE."
"6550","IN VITRO DIAGNO SUBSTANCES,REAGENTS",6/15/1983,,"IN VITRO DIAGNOSTIC SUBSTANCES, REAGENTS, TEST KITS AND SETS","IN VITRO DIAGNOSTIC SUBSTANCES CLASSIFIABLE IN FSC 6505.",,"IN VITRO DIAGNOSTIC AIDS, SUCH AS TEST TABLETS, TEST SLIDES, TEST STRIPS, TEST CARDS, TEST PAPERS, TEST SOLUTIONS, REAGENTS; SETS AND KITS DESIGNATED FOR IN VITRO QUALITATIVE AND QUANTITATIVE TESTS ON SPECIMENS, SUCH AS BLOOD, URINE, FECES, AND THE LIKE, FOR THE PURPOSES OF AIDING IN THE MEDICAL DIAGNOSIS OF DISEASE, DETERMINING BODY ORGAN DYSFUNCTION, OR OTHER ABNORMAL CONDITIONS."
"66","INSTRUMENTS AND LABORATORY EQPT",10/1/1979,,,,"INFRARED ASSEMBLIES (INCLUDING SUB-ASSEMBLIES AND COMPONENTS) DESIGNED SPECIFICALLY  FOR USE AS OR WITH INSTRUMENTS AND LABORATORY EQUIPMENT ARE INCLUDED IN THE CLASSES OF THIS GROUP.  ALSO INCLUDED ARE COMPUTERS (INCLUDING COMPUTER ASSEMBLIES, COMPUTER SYSTEMS AND COMPONENTS) DESIGNED SPECIFICALLY FOR USE WITH INSTRUMENTS AND LABORATORY EQUIPMENT",
"6605","NAVIGATIONAL INSTRUMENTS",10/15/1978,,"NAVIGATIONAL INSTRUMENTS",,,"AZIMUTHS; SEXTANTS; OCTANTS; COMPASSES; PLOTTING BOARDS; UNDERWATER LOG EQUIPMENT; AIR POSITION INDICATORS; DRIFT METERS."
"6610","FLIGHT INSTRUMENTS",10/15/1978,,"FLIGHT INSTRUMENTS","NAVIGATIONAL INSTRUMENTS (FSC 6605).",,"AIR SPEED INDICATORS; RATE OF CLIMB INDICATORS; BANK AND TURN-INDICATORS; PILOT TUBES, GYRO HORIZON INDICATORS; ATTITUDE GYRO INDICATORS."
"6615","AUTO PILOT MECHANISMS AIRBORNE GYRO",10/15/1978,,"AUTOMATIC PILOT MECHANISMS AND AIRBORNE GYRO COMPONENTS","AUTOMATIC PILOT TRAINING DEVICES (FSC 6930); AUTOMATIC PILOT MECHANISMS, GUIDED MISSILE (FSC 1420).","INCLUDED IN THIS CLASS ARE GYRO COMPONENTS OF GUIDED MISSILES.  EXCLUDED ARE COMPLETE GYRO MECHANISMS AND NONAIRBORNE GYRO COMPONENTS, BOTH OF WHICH ARE  CLASSIFIED IN THE SAME CLASSES AS THEIR NEXT HIGHER ASSEMBLIES.","AUTOMATIC PILOT REGULATORS; DIRECTIONAL, VERTICAL, BANK AND TURN, AND HYDRAULIC SURFACE  GYRO CONTROLS; AIRBORNE AND SHIPBORNE AUTOMATIC PILOT MECHANISMS; HELICOPTER AUTOMATIC STABILIZATION EQUIPMENT."
"6620","ENGINE INSTRUMENTS",10/15/1978,,"ENGINE INSTRUMENTS",,"INSTRUMENTS DESIGNED FOR USE ON BOTH ENGINES AND OTHER THAN ENGINES ARE NOT INCLUDED IN THIS CLASS AND SHOULD BE CLASSIFIED IN THE APPROPRIATE INSTRUMENTS CLASS OF GROUP 66.","ALL ENGINE INSTRUMENTS, INCLUDING AIRCRAFT, MARINE, AND VEHICULAR; FUEL PRESSURE GAGES; MANIFOLD PRESSURE GAGES; OIL PRESSURE GAGES; FUEL MIXTURE INDICATORS; ENGINE OIL AND FUEL WARNING DEVICES."
"6625","ELECT ELECTRONIC MEASURING INSTRUMT",10/15/1978,,"ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS","RADIAC EQUIPMENT.","THIS CLASS INCLUDES ALL ""BASIC"" TYPES OF ELECTRICAL AND ELECTRONIC TEST INSTRUMENTS, SUCH AS AMMETERS, VOLTMETERS, OHMMETERS, MULTIMETERS, AND SIMILAR INSTRUMENTS, EVEN IF SPECIALLY DESIGNED.  EXCLUDED FROM THIS CLASS BY THE MODIFIER ""EXCEPT SPECIALLY DESIGNED"" ARE TEST INSTRUMENTS, OTHER THAN ""BASIC"" INSTRUMENTS, WHICH ARE SPECIALLY DESIGNED FOR USE WITH ATOMIC ORDNANCE, FIRE CONTROL, GUIDED MISSILE, MOTOR VEHICLE, AIRCRAFT, OR PHOTOGRAPHIC EQUIPMENT.  SUCH SPECIALLY DESIGNED TEST INSTRUMENTS ARE TO BE CLASSIFIED IN OTHER CLASSES IN THE FEDERAL SUPPLY CLASSIFICATION. THIS CLASS INCLUDES COMMUNICATIONS TEST EQUIPMENT, INFRARED TEST EQUIPMENT DESIGNED FOR COMMUNICATION, AND NIGHT VISION MAINTENANCE AND TEST SPECIALIZED EQUIPMENT.","TEST LEADS AND TEST LEAD ATTACHMENTS; TEST INSTRUMENTS DESIGNED FOR COMMUNICATION EQUIPMENT; TEST INSTRUMENTS DESIGNED FOR USE WITH ELECTRONIC EQUIPMENT CLASSIFIED IN TWO OR MORE FSC GROUPS."
"6630","CHEMICAL ANALYSIS INSTRUMENTS",10/15/1978,,"CHEMICAL ANALYSIS INSTRUMENTS","GAS DETECTING EQUIPMENT; MANUAL GAS ALARMS; CHEMICALS; IN VITRO  DIAGNOSTIC SUBSTANCES AND REAGENTS.",,"ACIDITY (PH) METERS; GAS ANALYZERS; ALKALINITY MEASURING INSTRUMENTS; COLORIMETERS."
"6635","PHYSICAL PROPERTIES TEST EQ",10/15/1978,,"PHYSICAL PROPERTIES TESTING AND INSPECTION","GENERAL PURPOSE MEASURING TOOLS (FSC 5210) AND PRECISION MEASURING TOOLS AND INSPECTION GAGES (FSC 5220)..",,"DESTRUCTIVE AND NONDESTRUCTIVE INSPECTION EQUIPMENT SUCH AS FLUORESCENT PENETRANT INSPECTION UNITS; MAGNETIC INSPECTION UNITS; INDUSTRIAL X-RAY MACHINES; INDUSTRIAL X-RAY FILM; TENSIOMETERS; MATERIAL HARDNESS TESTERS."
"6636","ENVIRONMENTAL CHAMBERS & RELATED EQ",10/15/1978,,"ENVIRONMENTAL CHAMBERS AND RELATED EQUIPMENT","GENERAL PURPOSE PREFABRICATED BUILDINGS, CHAMBERS, PANELS, AND COMPONENTS (FSC 5410); CONTROLLED ENVIRONMENTAL CONDITIONING KITS AND SETS (FSC 4240); BATHS (FSC 4510);  OVENS (FSC 7310); KILNS (FSC 3630); RADIOSONDE BASELINE CHECK SETS (FSC 6660); DIVERS  RECOMPRESSION CHAMBERS (FSC 4220); ALTITUDE TRAINING DECOMPRESSION CHAMBERS (FSC 6930); AND CHAMBERS USED AS TRAINING DEVICES (FSC 6930);  CHECKOUT AND TEST EQUIPMENT (FSC 6625); CHEMICAL ANALYSIS INSTRUMENTS (FSC 6630); ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS (FSC 6625); METEOROLOGICAL INSTRUMENTS (FSC 6660).","THIS CLASS INCLUDES ONLY THOSE ENVIRONMENTAL CHAMBERS USED EXCLUSIVELY TO PERFORM CONTROLLED TESTS, UNDER SIMULATED CONDITIONS, TO DETERMINE PHYSICAL DAMAGE AND/OR CHANGES IN OPERATING CHARACTERISTICS FOR EQUIPMENT AND COMPONENTS  SUCH AS HUMIDITY, IMMERSION, MOISTURE; ALTITUDE; EXPLOSION; THERMAL SHOCK;  SAND AND DUST; FLAMMABILITY; SEAL.  ENVIRONMENTAL CHAMBERS INCLUDED IN THIS  CLASS PROVIDE DATA REGARDING SERVICE LIFE AND BEHAVIOR OF VARIOUS ITEMS EQUIVALENT  TO ACTUAL SERVICE CONDITIONS EXISTING IN THE FIELD.","CHAMBERS; WIND TUNNELS; ENCLOSURES SPECIFICALLY DESIGNED TO SIMULATE AN ENVIRONMENTAL CONDITION; WEATHER-OMETERS; FADEOMETERS; SPECIALLY DESIGNED EQUIPMENT AND COMPONENTS EXCLUSIVELY RELATED TO ENVIRONMENTAL CHAMBERS."
"6640","LABORATORY EQUIPMENT AND SUPPLIES",10/15/1978,,"LABORATORY EQUIPMENT AND SUPPLIES","INSTRUMENTS COVERED BY OTHER CLASSES IN GROUP 66; DENTAL LABORATORY EQUIPMENT; LABORATORY SCALES AND BALANCES; IN VITRO DIAGNOSTIC SUBSTANCES AND REAGENTS.",,"LABORATORY GLASSWARE; LABORATORY FUNNELS; LABORATORY FURNACES;  GLASS BEADS; LABORATORY WHITE SAND; LITMUS PAPER; PAPER FILTERS; INSECT  TRANSFIXION PINS; LABORATORY GLASS WOOL; LABORATORY FURNITURE, EXCEPT DENTAL  LABORATORY."
"6645","TIME MEASURING INSTRUMENTS",10/15/1978,,"TIME MEASURING INSTRUMENTS",,,"CLOCKS; JOB RECORDING DEVICES; TIME RECORDERS; TIME STAMPS; WATCH AND CLOCK MOVEMENTS; WATCHES."
"6650","OPTICAL INSTRUMENTS",10/15/1978,,"OPTICAL INSTRUMENTS, TEST EQUIPMENT, COMPONENTS AND ACCESSORIES","FIRE CONTROL INSTRUMENTS, OPTICAL; SURVEYING INSTRUMENTS, OPTICAL; PHOTOGRAMMETRIC INSTRUMENTS; OCTANTS AND SEXTANTS; OPTICAL INSTRUMENTS INTEGRATED WITH FIRE CONTROL EQUIPMENT; OPHTHALMO-LOGICAL INSTRUMENTS; ELECTRONIC FIBER OPTIC TEST EQUIPMENT; MEDICAL ENDOSCOPES.",,"BINOCULARS; MAGNIFIERS; MICROSCOPES; PERISCOPES; TELESCOPES.  OPTICAL ELEMENTS, SUCH AS LENS, PRISMS, WINDOWS; OPTICAL BENCHES AND ASSOCIATED DEVICES; ENDOSCOPES, FIBER OPTICS (NON-MEDICAL)."
"6655","GEOPHYSICAL INSTRUMENTS",12/15/1978,,"GEOPHYSICAL INSTRUMENTS","TELESCOPES.",,"GEODETIC, OCEANOGRAPHIC, AND SEISMOGRAPHIC INSTRUMENTS."
"6660","METEOROLOG INSTRUMENTS & APPARATUS",10/15/1978,,"METEOROLOGICAL INSTRUMENTS AND APPARATUS",,,"METEOROLOGICAL BALLOONS; RADIOSONDE SETS; RADARSONDE SETS."
"6665","HAZARD-DETECTING INSTRU & APPARATUS",10/15/1978,,"HAZARD-DETECTING INSTRUMENTS AND APPARATUS","MANUAL GAS ALARMS (FSC 6350).",,"RADIAC EQUIPMENT; GAS DETECTING EQUIPMENT; LAND MINE DETECTING EQUIPMENT"
"6670","SCALES AND BALANCES",10/15/1978,,"SCALES AND BALANCES",,,"COIN OPERATED, HOUSEHOLD, INDUSTRIAL, POSTAL, AND LABORATORY SCALES AND BALANCES."
"6675","DRAFTING SURVEYING & MAPPING INSTRU",10/15/1978,,"DRAFTING, SURVEYING, AND MAPPING INSTRUMENTS","SURVEYORS' TAPES.",,"DRAWING INSTRUMENTS, DRAFTING TOOLS; ENGINEERING AND ARCHITECTURAL SCALES; LEVELS; TRANSITS; PHOTOGRAMMETRIC INSTRUMENTS; ASTROLABES; LEVEL RODS; PLANE TABLES; SURVEYING ALTIMETERS; THEODOLITES."
"6680","LIQUID-GAS-MOTION MEASURING INSTRU",10/15/1978,,"LIQUID AND GAS FLOW, LIQUID LEVEL, AND MECHANICAL MOTION MEASURING INSTRUMENTS","COMBINATION INSTRUMENTS; (FSC 6695); METEOROLOGICAL INSTRUMENTS (FSC 6660); AND AUTOMATIC CONTROL VALVES (FSG 48).",,"LIQUID LEVEL FLOAT INSTRUMENTS; REVOLUTION COUNTERS;  SPEEDOMETERS; ROTATION MEASURING INSTRUMENTS AND APPARATUS; OXYGEN FLOW INDICATORS; TACHOMETERS, INCLUDING ENGINE TACHOMETERS."
"6685","PRESSURE TEMP HUMIDITY INSTRUMENTS",10/15/1978,,"PRESSURE, TEMPERATURE, AND HUMIDITY MEASURING AND CONTROLLING INSTRUMENTS","CLINICAL THERMOMETERS; (FSC 6515); THERMOSSTATIC AND DIFFERENTIAL PRESSURE SWITCHES (FSC 5930); AND METEOROLOGICAL INSTRUMENTS (FSC 6660).",,"THERMOMETERS, INCLUDING ENGINE THERMOMETERS; PRESSURE GAGES; THERMOCOUPLE  LEADS; RESISTANCE BULBS."
"6695","COMBINATION & MISC INSTRUMENTS",10/15/1978,,"COMBINATION AND MISCELLANEOUS INSTRUMENTS","DENTAL, MEDICAL, SURGICAL, AND VETERINARY INSTRUMENTS.",,"FLOW-PRESSURE INSTRUMENTS; TAXIMETERS; DYNAMOMETERS."
"67","PHOTOGRAPHIC EQPT",10/1/1979,,,,"INCLUDED ARE COMPUTERS (INCLUDING COMPUTER ASSEMBLIES, COMPUTER SYSTEMS AND COMPONENTS) DESIGNED SPECIFICALLY FOR USE WITH PHOTOGRAPHIC EQUIPMENT.",
"6710","CAMERAS, MOTION PICTURE",10/15/1978,,"CAMERAS, MOTION PICTURE","TELEVISION CAMERAS, NONAIRBORNE (FSC 5820); TELEVISION CAMERAS,  AIRBORNE (FSC 5821); VIDEO CAMERA (FSC 5836).",,"AERIAL AND MAPPING CAMERAS."
"6720","CAMERAS, STILL PICTURE",10/15/1978,,"CAMERAS, STILL PICTURE","X-RAY CAMERAS (FSC 6525), AND INDUSTRIAL X-RAY MACHINE (FSC 6635).",,"AERIAL, MAPPING, MICROFILM, PHOTOCOPY, AND STUDIO CAMERAS."
"6730","PHOTOGRAPHIC PROJECTION EQUIPMENT",10/15/1978,,"PHOTOGRAPHIC PROJECTION EQUIPMENT",,,"SCREENS; VIEWERS; PHOTOMAP PROJECTORS; INTEGRATED VIEWERS/PRINTERS AND MICROFORM STORAGE AND RETRIEVAL SYSTEMS."
"6740","PHOTO DEVELOPLNG & FINISHING EQ",10/15/1978,,"PHOTOGRAPHIC DEVELOPING AND FINISHING EQUIPMENT",,,"EDITING EQUIPMENT; ENLARGERS; DRIERS; PRESSURES; PRINTERS; WASHERS."
"6750","PHOTOGRAPHIC SUPPLIES",10/15/1978,,"PHOTOGRAPHIC SUPPLIES","X-RAY FILM (MEDICAL CLASS 6525 OR INDUSTRIAL CLASS 6653);  ELECTROGRAPHIC (FACSIMILE) PAPER FOR DIRECT ELECTROSTATIC PRINTING OR COPYING (FSC 7530).",,"SENSITIZED PHOTOGRAPHIC PAPER; SPECIAL PURPOSE PHOTOGRAPHIC  CHEMICALS; UNPROCESSED FILM; PHOTOFLASH LAMPS."
"6760","PHOTOGRAPHIC EQ & ACCESSORIES",10/15/1978,,"PHOTOGRAPHIC EQUIPMENT AND ACCESSORIES","LAMPS (BULBS) (FSC 6240); PHOTOFLASH LAMPS (FSC 6750).",,"LIGHT METERS; TRIPODS; FILTERS; RANGE FINDERS; PHOTOGRAPHIC FLOODLIGHT FIXTURES; LENSES; SPECIALIZED PHOTOGRAPHIC TEST EQUIPMENT."
"6770","FILM, PROCESSED",10/15/1978,,"FILM, PROCESSED","X-RAY FILM (MEDICAL CLASS 6525 OR INDUSTRIAL CLASS 6635); TRAINING  AND EDUCATIONAL FILM (FSC 6910); PROCESSED MICROFILM (FSC 7670).",,"MOTION PICTURE FILM, SILENT AND SOUND; STILL PICTURE FILM."
"6780","PHOTOGRAPHIC SETS KITS & OUTFITS",10/15/1978,,"PHOTOGRAPHIC SETS, KITS, AND OUTFITS",,,
"68","CHEMICALS AND CHEMICAL PRODUCTS",10/1/1979,,,,"IN GENERAL, INDIVIDUAL NONMEDICINAL CHEMICAL ELEMENTS AND COMPOUNDS  ARE CLASSIFIED IN CLASS 6810.  COMBINATIONS (OR MIXTURES) OF CHEMICAL COMPOUNDS, OR CHEMICALS PREPARED IN A PARTICULAR VEHICLE (OTHER THAN WATER) ARE GENERALLY  CLASSIFIED ACCORDING TO USE, IN CLASSES OTHER THAN 6810.  FOR EXAMPLE, THE CHEMICAL COMPOUND DDT, IS CLASSIFIED IN 6810, WHEREAS DDT LIQUID SPRAY, THE INSECTICIDE  IS CLASSIFIED IN 6840-PEST CONTROL AGENTS AND DISINFECTANTS.  SIMILARLY, ITEMS OF  SUPPLY BEARING NONCHEMICAL NAMES SUCH AS BLEACH; INSECTICIDE, ROACH;  AND ANTIFREEZE ARE GENERALLY CLASSIFIED ACCORDING TO USE, IN CLASSES OTHER THAN 6810, WHEREAS CORRESPONDING CHEMICAL COMPOUNDS, SUCH AS SODIUM HYPOCHLORITE SOLUTION, CHLORDANE, AND ETHYLENE GLYCOL ARE CLASSIFIED IN 6810.  MEDICINAL CHEMICALS ARE GENERALLY CLASSIFIED IN 6505-DRUGS AND BIOLOGICALS; IN VITRO DIAGNOSTIC SUBSTANCES AND REAGENTS ARE CLASSIFIED IN 6550-IN VITRO  DIAGNOSTIC SUBSTANCES, REAGENTS, TEST KITS AND SETS.  EXCLUDED FROM THIS GROUP  ARE LIQUID CHEMICALS DESIGNED EXCLUSIVELY FOR USE AS PROPELLANT FUELS AND OXIDIZERS.",
"6810","CHEMICALS",10/15/1978,,"CHEMICALS","MEDICINAL CHEMICALS; GASES; FOUNDRY DEXTRINES; RADIOGRAPHIC AND PHOTOGRAPHIC CHEMICALS; IN VITRO DIAGNOSTIC SUBSTANCES AND REAGENTS.",,"NAPHTHA SOLVENTS; WATER SOFTENING COMPOUNDS; TANNING  MATERIALS, NATURAL OR SYNTHETIC; DEXTRINES AND STARCHES; INEDIBLE GELATINS; ACETONE; PROPELLANT CHEMICALS, BULK NOT SPECIALIZED SOLELY FOR GUIDED MISSILE USE."
"6820","DYES",11/15/1978,,"DYES",,,"HOUSEHOLD TINTS"
"6830","GASES: COMPRESSED AND LIQUEFIED",10/15/1978,,"GASES: COMPRESSED AND LIQUEFIED","MILITARY CHEMICAL GASES; MEDICAL GASES; EMPTY GAS CYLINDERS AND THEIR CAPS, VALVES, AND VALVE SPARE PARTS.",,"FUEL GASES."
"6840","PEST CONT AGENTS & DISINFECTANTS",10/15/1978,,"PEST CONTROL AGENTS AND DISINFECTANTS","PERSONAL DEODORANTS.",,"INSECT REPELLENTS; FUNGICIDES; INSECTICIDES; RODENTICIDES; WEED KILLERS."
"6850","MISCELLANEOUS CHEMICAL SPECIALTIES",10/15/1978,,"MISCELLANEOUS CHEMICAL SPECIALTIES",,,"ANTIFOGGING COMPOUNDS; WETTING AGENTS; ETCHING AND FOUNTAIN  SOLUTIONS FOR LITHOGRAPHING; BLANKET REPAIR SOLUTIONS FOR LITHOGRAPHING; ANTIFREEZE."
"69","TRAINING AIDS AND DEVICES",10/1/1979,,,,"INCLUDED ARE COMPUTERS (INCLUDING COMPUTER ASSEMBLIES, COMPUTER SYSTEMS AND COMPONENTS) DESIGNED SPECIFICALLY FOR USE AS, OR WITH TRAINING AIDS AND DEVICES.",
"6910","TRAINING AIDS",10/15/1978,,"TRAINING AIDS","DRILL, DUMMY, EXERCISE, PRACTICE, OR SIMULATED AMMUNITION AND WEAPONS.",,"MOCKUPS; CUTAWAY MODELS; SCALE MODELS; TRAINING FILMS; TRAINING  AID MAPS; NAVIGATIONAL TRAINING AIDS; FLIGHT INSTRUMENT TRAINING AIDS; AIRCRAFT INSTRUMENT TRAINING AIDS; VEHICLE TRAINING AIDS; ENGINE INSTRUMENT  TRAINING AIDS; HYDRAULIC SYSTEM TRAINING AIDS; CUTAWAY, MOCKUP, OR SECTIONALIZED AMMUNITION ONLY; TRAINING EQUIPMENT NORMALLY USED IN  CLASSROOM TRAINING."
"6920","ARMAMENT TRAINING DEVICES",10/15/1978,,"ARMAMENT TRAINING DEVICES","TARGET DRONES; DRONES FOR SUCH USE AS TRAINING, SURVEILLENCE, MISSILE EVALUATION, AND PHOTOGRAPHIC RECONNAISSANCE; ATOMIC ORDNANCE TRAINING DEVICES; TRAINING AIDS; DRILL, DUMMY, EXERCISE, PRACTICE, OR  SIMULATED AMMUNITION AND WEAPONS.",,"BOMBING TRAINERS; GUNNERY TRAINERS; TOW TARGETS; GUNNERY TARGETS; GUIDED MISSILE TRAINING SETS."
"6930","OPERATION TRAINING DEVICES",10/15/1978,,"OPERATION TRAINING DEVICES","TRAINING AIDS",,"LINK TRAINERS; AUTOMATIC PILOT TRAINING DEVICES; DRIFT METER TRAINING DEVICES; CELESTIAL NAVIGATION TRAINERS; DEAD RECKONING  NAVIGATION TRAINERS; INSTRUMENT FLYING AND LANDING TRAINERS; TERRAIN PROJECTION TRAINERS; ALL OPERATIONAL TRAINING DEVICES EXCEPT  COMMUNICATION AND ARMAMENT."
"6940","COMMUNICATION TRAINING DEVICES",10/15/1978,,"COMMUNICATION TRAINING DEVICES","TRAINING AIDS.",,"SUPERSONIC RADAR TRAINERS; NAVIGATIONAL RADAR TRAINERS; SEARCH  AND DETECTING RADAR TRAINERS; CODE PRACTICE EQUIPMENT."
"70","ADP EQPT/SOFTWARE/SUPPLIES AND EQPT",10/1/1979,,,,,
